name,city,state,chain,verdict,facility_type,confidence,reason,trophies,tss
Foam & Wash Car Wash,Fishkill,NY,Foam & Wash,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states '24/7 TOUCHLESS WASH' with touch-free automatic bays. Reviews confirm 2 of 3 auto bays are touchless/no-touch; soft-touch bay also present but not required for qualification.","Poughkeepsie, NY #2",67
Kwik Trip,CHISAGO CITY,MN,Kwik Trip,uncertain,unknown,0.4,"Description claims 'touchless automatic' but no review evidence or touchless_wash_types data provided to confirm.","North Branch, MN #3",
Super Wash,Rock Falls,IL,Super Wash,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states automatic touchless wash with high-pressure water jets, no brushes/cloth. Negative review about pressure doesn't contradict touchless claim.","Sterling, IL #3",
Classy Chassy Carwash,Rochester,NY,,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states touchless automatic with water pressure & detergent only, no brushes/cloth. Multiple reviews confirm laser wash & touch-free options. Touchless bay clearly present.","Rochester, NY #3",82
Jimmy's Ultra Express Car Wash,Murrieta,CA,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews confirm touchless automatic bay exists. One review mentions brush option available, indicating mixed facility. Touchless capability clearly documented.","Temecula, CA #1",66
Kwik Trip,ROCHESTER,MN,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states automatic touchless bay, gantry arm with high-pressure nozzles, no physical contact. PDQ Laserwash 360 Plus equipment confirms touchless technology.","Rochester, MN #2",
Touchless Automatic Car Wash,Oklahoma City,OK,,confirmed_touchless,mixed_with_touchless,0.95,"Explicit touchless automatic bay confirmed by name, description, and multiple reviews mentioning contactless/touchless high-pressure wash. Self-serve bays also present but don't disqualify.","Oklahoma City, OK #2",90
76,Penryn,CA,76,uncertain,unknown,0.45,"Description claims touchless automatic, but customer damage report contradicts. Mixed review evidence on touch/touchless options unclear.","Sacramento, CA #2",80
Foam and Wash Car Wash,Fishkill,NY,Foam & Wash,uncertain,mixed_with_touchless,0.65,"Website claims touchless automatic bays; reviews mention 'soft cloth touchless' (contradictory), 'brushless' (positive), but damage complaints suggest possible brush contact or equipment issues.","Poughkeepsie, NY #3",85
Royal Wash,Faribault,MN,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states touchless automatic washing. Multiple reviews confirm 'touch free automatic' bay. Mixed facility with self-serve + automatic touchless.","Owatonna, MN #1",86
Kwik Trip,LANCASTER,WI,Kwik Trip,confirmed_touchless,touchless_automatic,0.92,"Description explicitly confirms automatic touchless bay using water pressure and detergent chemistry with no brushes, cloth, or foam curtains.","Platteville, WI #3",
Tom's Carwash,Royersford,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'touch-free wash system'. Reviews confirm brushless auto wash and touchless bay. Mixed facility with self-serve bays also available.","Philadelphia, PA #2",93
Salty Dog Car Wash - S Nova,Daytona Beach,FL,Salty Dog Car Wash,confirmed_touchless,mixed_with_touchless,0.95,"Website confirms touchless automatic wash. Multiple reviews explicitly praise touchless system effectiveness. Self-serve bays also present.","New Smyrna Beach, FL #2",91
Mission Viejo Car Wash,Mission Viejo,CA,,confirmed_touchless,mixed_with_touchless,0.95,"Two touchless automatic bays explicitly mentioned. Multiple reviews confirm brushless/touch-less wash with no physical contact. Mixed facility with self-serve bays.","Newport Beach, CA #3",63
TouchFree Automatic Car Wash,Tampa,FL,,confirmed_touchless,mixed_with_touchless,0.95,"One touchless automatic bay confirmed. Multiple 5★ reviews explicitly cite 'touch-free' and 'touchless automatic.' One 1★ review mentions paint damage from high-pressure water but does not refute touchless operation. Mixed facility with self-serve bays also present.","Tampa, FL #3",83
Wash World Car Wash,Owasso,OK,,confirmed_touchless,mixed_with_touchless,0.98,"Listing explicitly states 24-hour touchless automatic wash. Multiple reviews confirm touch-free, high-pressure, no-brush automatic bay. Mixed facility with self-serve bays.","Tulsa, OK #2",86
Auto Worx Auto Wash,Raleigh,NC,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly confirms touchless automatic bay. Multiple reviews mention 'no-touch' and 'touchless' service with positive results. Mixed facility (touchless + soft touch options).","Raleigh-Durham, NC #3",71
Kwik Trip,MINERAL POINT,WI,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states high-pressure water/detergent, no brushes/cloth, gantry-arm overhead system. Matches touchless automatic criteria.","Platteville, WI #2",
Power Market,Redding,CA,,uncertain,unknown,0.3,"Description claims touchless gantry system, but classification evidence shows no wash service details on file. Customer review mentions store/gas, not wash specifics. Conflicting sources.","Redding, CA #1",
Troy's Finest Car & Pet Wash,Troy,IL,,confirmed_touchless,touchless_automatic,0.95,"Listing explicitly states automatic touchless wash: water pressure + detergent only, no brushes/cloth/foam curtains. Multiple reviews confirm touchless automatic bay; one notes streaking (performance issue, not touchless status).","St. Louis, MO #2",84
Tyler Laser Wash,Tyler,TX,,confirmed_touchless,touchless_automatic,0.95,"Description explicitly confirms automatic touchless bay with high-pressure water/chemicals, no brushes/cloth. Multiple 5★ reviews confirm touch-free, scratch-free operation. One 1★ review criticizes wash effectiveness, not touchlessness.","Tyler, TX #1",81
All American Car Wash,Gretna,LA,,uncertain,mixed_with_touchless,0.65,"Listing claims touchless automatic; reviews confirm touchfree wash exists. However, one review warns against 'automatic car wash' with brushes causing scratches, suggesting non-touchless option also present.","New Orleans, LA #3",42
Kelley's Market,Dixon,IL,Kelley's Market,uncertain,unknown,0.3,"Description claims 'touchless (brushless) automated' but review is incomplete and provides no wash service confirmation.","Sterling, IL #2",
Lindsay Carwash,Mesa,AZ,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm automatic touchless/no-touch bay with 3 price options. Also offers self-serve bays and vacuum service. Evidence clearly supports touchless automatic capability.","Phoenix, AZ #2",90
Kickin Mule Car Wash,Lambertville,MI,,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews explicitly confirm touchless/brushless automatic bay. Dually fits in brushless automated bay. No brush/cloth contact mentioned.","Toledo, OH #1",86
Royal Ozarks Car Wash,St Charles,MO,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'touchless tunnel'. Multiple reviews confirm brushless/touchless automatic wash. Mixed facility includes hand drying/vacuuming services.","St. Louis, MO #1",89
Prístíne Auto Wash,Utica,NY,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'Touch Free' and 'Touchless Wash Bays'; multiple reviews confirm laser/touchless option. Mixed facility with soft-touch also available.","Utica-Rome, NY #2",85
Park Place Car Wash & Detail,Encinitas,CA,,confirmed_touchless,mixed_with_touchless,0.92,"Description explicitly states touchless wash. Reviews confirm brushless/touch-less automatic bay. Mixed facility includes detailing services alongside touchless automatic.","Oceanside-Carlsbad, CA #1; San Diego, CA #1",80
Elephant Touchless Car Wash,Medical Lake,WA,Elephant Car Wash,confirmed_touchless,touchless_automatic,0.95,"Listing explicitly states 'brushless automated wash.' Multiple reviews confirm touchless operation; customers specifically contrast it favorably against brush/flap washes.","Spokane, WA #3",86
Excel Car Wash,Tyler,TX,,confirmed_touchless,touchless_automatic,0.92,"Website confirms brushless automatic tunnel. Customer reviews explicitly verify 'touch free' and 'touch less' operation with positive thoroughness feedback.","Tyler, TX #2",82
Klean Freak Car Wash,Silverdale,WA,,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews explicitly confirm brushless/touchless automatic wash. Website absence of terminology contradicted by strong customer evidence of touchless operation.","Seattle, WA #3",84
Rapid Car Wash,Rochester,NY,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'Touch Free Wash' and 'LaserWash G5' system. Reviews confirm brushless/laser/no-touch automatic bay. Mixed facility with soft cloth option also present.","Rochester, NY #2",76
Soapy Joe's Car Wash - E Valley Pkwy, Escondido,Escondido,CA,,not_touchless,brush_tunnel,0.92,"Website omits touchless language. Reviews explicitly mention 'brushless system' with rollers causing scratches—typical friction tunnel, not touchless automatic.","Oceanside-Carlsbad, CA #2",80
Super Wash,Virden,IL,Super Wash,uncertain,unknown,0.5,"Description claims touchless/high-pressure automatic, but no review evidence. Incomplete description. Cannot confirm.","Springfield, IL #3",
Turn 4 Car Wash,Marinette,WI,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states 'Touchless' and 'Touch Free Washing' with no brushes. Multiple reviews confirm touch-free/no-touch operation. Clear automatic bay.","Sturgeon Bay, WI #1",78
Mobil "Touchless" Car Wash,Macomb,MI,Mobil,confirmed_touchless,touchless_automatic,0.95,"Listing explicitly describes automatic touchless bay with no physical contact. Multiple reviews confirm touchless operation. No brush/cloth contact evidence.","Richmond, MI #3",71
The Myrtle Wash,Brooklyn,NY,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm touchless automatic bay. PDQ LaserWash equipment listed. Mixed facility offers hand wash + touchless machine.","New York City, NY #1; Northern NJ #1",89
Hamilton Touchless,Sioux City,IA,,confirmed_touchless,mixed_with_touchless,0.92,"Name, listing, and multiple reviews confirm touchless automatic bay. Hand-wash prep services don't negate the automatic touchless tunnel.","Sioux City, IA #1",85
Mobil,La Jolla,CA,Mobil,confirmed_touchless,touchless_automatic,0.98,"Description and multiple reviews confirm automatic touchless gantry with high-pressure nozzles, no brushes/cloth contact. Mark VII equipment standard for touchless.","San Diego, CA #3",75
Scrub Co Car Wash,Port Ewen,NY,,confirmed_touchless,mixed_with_touchless,0.85,"Description confirms brushless automated touchless system. Reviews mention 'touch free' option & touchless wash. Mixed facility with standard + touchless + self-serve bays.","Poughkeepsie, NY #1",85
Splash N Dash,Bradenton,FL,,confirmed_touchless,touchless_automatic,0.92,"Listing explicitly states 'automatic touchless car wash.' Multiple reviews confirm touch-free/touchless operation. No brush/cloth evidence present.","Sarasota, FL #3",62
CC's Touchless and Self Serve Car Wash,Pine Hill,NJ,CC's Touchless Car Wash,confirmed_touchless,mixed_with_touchless,0.92,"Typhoon™ automatic touchless bay confirmed (high-pressure jets, no brushes). Mixed facility with self-serve bays. One 1★ review contradicts, but overwhelming evidence supports touchless automatic operation.","Philadelphia, PA #3",87
Mr Shine AutoWash,Irwin,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly confirms touchless automatic bays. Multiple reviews praise touchless wash performance. Mixed facility with soft-touch options also present.","Uniontown, PA #1",80
Auto Wash Express - Catalina,Catalina,AZ,,confirmed_touchless,mixed_with_touchless,0.92,"Fully automated Autec Automatics with explicit touchless/touch-free option confirmed. Mixed facility with self-serve bays. One negative review mentions scratching, but touchless bay explicitly offered.","Tucson, AZ #2",51
Ultimate Express Car Wash,Layton,UT,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states 'touchless car wash systems' and 'hands-free experience without contact.' Multiple reviews confirm touchless option. Layton location confirmed.","Salt Lake City, UT #2",83
Dawson Oil Company - Car Wash,Rocklin,CA,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly confirms touchless carwashes at Rocklin location. Multiple reviews consistently praise touchless/no-touch automated wash.","Sacramento, CA #1",92
Car Wash City,Chatham,IL,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly states '24/7 Touchless Automatics'. Reviews confirm brushless/no-touch automatic bays. Mixed facility with self-serve also present.","Springfield, IL #1",82
Waterfly Car Wash,Sacramento,CA,,uncertain,unknown,0.45,"Website describes friction/soft-touch tunnel (no touchless mention). Reviews claim 'no touch' but also report scratches, hard water damage, contact issues—inconsistent with true touchless operation.","Sacramento, CA #3",82
Quick Car Wash II,Sparks,NV,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm automatic touchless wash bay. Mixed facility with self-serve wands and vacuum, but touchless automatic clearly present and operational.","Reno, NV #2",93
Kwik Trip,WAITE PARK,MN,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states automatic touchless bay with gantry arm, high-pressure nozzles, no physical contact. PDQ Laserwash 360 Plus confirmed.","St. Cloud, MN #3",
Wash Time Car Wash II,Hayward,CA,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm touchless/touch-free automatic bay. Mixed facility with self-serve stalls, vacuums. Laser wash mentioned.","San Francisco, CA #1",72
Power Market,Anderson,CA,Power Market,uncertain,unknown,0.45,"Listing claims touchless/brushless automatic, but chain-level source indicates both touchless AND soft-touch options available. Soft-touch presence creates ambiguity without confirmation this location has dedicated touchless bay.","Redding, CA #2",
Squeaky's Car Wash,Spokane Valley,WA,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states 'Always Touch Free.' Multiple reviews confirm no-touch automatic wash. Brushless system verified.","Spokane, WA #1",94
Mike’s Stop and Shine,Terre Haute,IN,,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states touchless wash without brushes. Multiple 5★ reviews confirm touchless operation. No contradictory brush/cloth contact evidence.","Terre Haute, IN #3",
Scarborough 24 hr Automatic Carwash,Scarborough,ME,,confirmed_touchless,mixed_with_touchless,0.92,"Description and multiple reviews explicitly confirm touchless/brushless automatic bay. Self-serve component present but not primary service.","Portland, ME #3",62
Grand Prix Auto Wash of Meadowbridge,Mechanicsville,VA,,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews explicitly confirm touchless/touch-less automatic wash. Customers praise brushless cleaning, no swirl marks, suitable for special paint. Operational touchless bay evident.","Richmond, VA #1",75
Kwik Trip,New Holstein,WI,Kwik Trip,uncertain,unknown,0.4,"Description claims touchless automatic, but no touchless_wash_types listed and no reviews provided to verify.","Sheboygan, WI #3",
Super Klean Car Wash Bixby,Bixby,OK,Super Klean Car Wash,confirmed_touchless,touchless_automatic,0.99,"Website explicitly states 'Touch Free Tunnel,' 'no brushes, no curtains, nothing touches car except soap and water.' Multiple 5★ reviews confirm touchless automatic operation with no brushes.","Tulsa, OK #1",91
Kwik Trip,Red Wing,MN,Kwik Trip,confirmed_touchless,touchless_automatic,0.92,"Description explicitly states 'automatic touchless car washing — no brushes, no cloth.' Amenities confirm touchless automatic wash present.","Red Wing, MN #3",
Kwik Trip,DUBUQUE,IA,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states automatic touchless bay with high-pressure water jets, no physical contact, brushless wash.","Platteville, WI #1",
Shine On Auto Wash Touchless Automatic,East Providence,RI,,confirmed_touchless,mixed_with_touchless,0.95,"Two automatic touchless bays confirmed by multiple reviews. Mixed facility with self-serve bays and vacuums. No brush/cloth contact evidence.","Providence, RI #1",88
Salty Dog Car Wash - N Dixie,New Smyrna Beach,FL,Salty Dog Car Wash,confirmed_touchless,mixed_with_touchless,0.92,"Website explicitly states 'Touch Free Automatic Wash'; multiple reviews confirm touchless/brushless operation. Mixed facility with self-serve bays also present.","New Smyrna Beach, FL #3",80
Classy Chassis Car Wash,Lakewood,WA,,uncertain,mixed_with_touchless,0.45,"Website claims touchless, but description mentions 'soft cloth wash' (not touchless). Reviews conflict: some praise 'touch free,' others note no touchless bay at this location.","Tacoma, WA #3",69
EZ Breezy Car Wash,Mt Pleasant,PA,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly states 'touchless automatic', 'brushless automatic', and 'touch-free'. Two automatic touchless bays confirmed. Reviews mention laser wash and brushless automatic wash technology.","Uniontown, PA #2",90
Sunshine Car Wash - Court St,Clearwater,FL,,uncertain,unknown,0.45,"Strong conflict: Website/classification evidence indicates soft-touch tunnel; multiple reviews confirm brushless; one 1-star review claims rubber-finger contact. Evidence contradictory.","Tampa, FL #2",81
Chevron,San Jose,CA,Chevron,confirmed_touchless,mixed_with_touchless,0.92,"Automatic bay with selectable touchless mode (spray only, brushes off). Reviews confirm touchless option exists alongside brush modes.","San Jose, CA #2",62
Typhoon Wash World,New Hartford,NY,,confirmed_touchless,mixed_with_touchless,0.85,"Website mentions '1-Touch Free Wash' and '2-Touch Free Wash' options. Multiple reviews explicitly confirm 'touchless' or 'touch less' wash available. Mixed facility also offers brush stalls, but genuine touchless automatic bay is present.","Utica-Rome, NY #3",86
Sunrise High Performance Car Wash,Port Huron,MI,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'Touch Free Automatic Washes' and 'Touch Free Laser Wash'. Multiple reviews confirm no-brush automatic wash with undercarriage rinse. Mixed facility with self-serve bays.","Richmond, MI #2",78
RMR CAR WASH,Vero Beach,FL,,confirmed_touchless,touchless_automatic,0.85,"Description explicitly states touchless wash without brushes. Multiple reviews confirm touchless system operation, though quality disputed.","Vero Beach, FL #3",
Kwik Trip,Waite Park,MN,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states high-pressure water jets with no physical contact. Customer review confirms 'no touch car wash.' No brush/cloth evidence present.","St. Cloud, MN #1",
Mission Gorge Car Wash,San Diego,CA,,confirmed_touchless,mixed_with_touchless,0.92,"Website explicitly states touchless/brushless automatic bays. Multiple reviews confirm touchless automated drive-through washes. One negative review mentions brush wash option, but touchless bays clearly present.","San Diego, CA #2",76
Oxford Wash,Oxford,OH,,confirmed_touchless,mixed_with_touchless,0.92,"Website explicitly lists touchless automatic wash service. Reviews confirm touchless bay operation. Mixed facility with self-serve bays.","Trenton, OH #2",58
Super Wash,Davenport,IA,Super Wash,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states high-pressure water + detergents, no brushes/cloth/contact. Reviews confirm touchless automatic bays with positive results.","Quad Cities, IA-IL #2",82
North Penn Car Wash,Oklahoma City,OK,,confirmed_touchless,mixed_with_touchless,0.98,"Multiple reviews explicitly praise 'touchless,' 'touch free,' 'touch less' automatic wash. High-pressure automatic with no brush contact confirmed.","Oklahoma City, OK #3",85
Kwik Trip,NEW RICHMOND,WI,Kwik Trip,confirmed_touchless,mixed_with_touchless,0.92,"Description explicitly states 'touchless automatic car wash.' Reviews confirm 'touch free' and 'touchless' options present. Gas station + convenience store + car wash.","New Richmond, WI #3",
Halo Car Wash,Newburgh,IN,,confirmed_touchless,mixed_with_touchless,0.85,"Website explicitly confirms touchless automatic bay with high-pressure nozzles, no brushes. Mixed facility includes soft-touch tunnel. Reviews show touchless system operational despite some dissatisfaction.","Owensboro, KY #3",55
Kwik Trip,ZUMBROTA,MN,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"PDQ Laserwash 360 Plus confirmed touchless. Gantry overhead, high-pressure nozzles, no physical contact. Customer review positive touchless experience.","Red Wing, MN #2",
Batter Up Car Wash,Granite City,IL,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm automatic touchless/touch-free bay. Facility also offers brush option, making it mixed but qualifying.","St. Louis, MO #3",86
Super Wash,Moline,IL,Super Wash,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'touchfree automatic car wash'. Reviews confirm brushless automatic wash. Self-serve bays present but touchless automatic bay clearly available.","Quad Cities, IA-IL #1",82
Octopus Brushless Car Wash,Sterling,IL,,uncertain,unknown,0.5,"Name suggests brushless/touchless, but no touchless_wash_types listed and no review evidence provided to confirm automatic touchless bay.","Sterling, IL #1",
Kwik Trip Car Wash,Rochester,MN,Kwik Trip,uncertain,unknown,0.4,"Description claims touchless automated wash but incomplete text; no reviews or technical specs provided to verify.","Rochester, MN #3",
Manlius Car Wash 2.0,Manlius,NY,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly confirms 'Automatic Touchless Tunnel Wash'. Multiple reviews praise touchless/laser/scratch-free automatic wash. One negative review mentions brush hose but appears to reference facility layout issues, not the primary automatic wash service.","Syracuse, NY #1",89
Tornado Wash,La Vista,NE,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly states 'high power touchless automatics.' Multiple reviews confirm touchless bays operating reliably with high-pressure water. Mixed facility includes soft-touch/self-serve, but touchless automatic bay clearly present.","Omaha, NE #2",82
Washville Car Wash,Somersworth,NH,,uncertain,unknown,0.45,"Website shows no touchless terminology; description claims touchless gantry system, but customer reviews heavily contradict—multiple explicitly reject touchless, one denies it's touchless. Evidence conflict unresolved.","Sanford, ME #3",69
Bubbles Auto Wash,Fort Pierce,FL,,confirmed_touchless,mixed_with_touchless,0.92,"Website explicitly states 'Touchless Automatic' and 'Touch Free Wash Club'. Multiple reviews confirm touchless bay. Mixed facility also offers self-serve and hand washing.","Stuart, FL #3; Vero Beach, FL #1",57
CC's Touchless Car Wash,Minotola,NJ,CC's Touchless Car Wash,confirmed_touchless,mixed_with_touchless,0.92,"Website & multiple reviews confirm touchless automatic bays. One 1★ review mentions brushes, but likely refers to optional self-serve or competitor—not contradicted by consistent touchless praise.","Vineland, NJ #1",87
Premier 7 Car Wash,Newport Beach,CA,,confirmed_touchless,touchless_automatic,0.99,"Website explicitly states '100% brushless, touchless wash technology' and 'touchless tunnel.' Multiple reviews confirm 'touch free' and 'touchless' automatic wash with no physical contact.","Newport Beach, CA #1",87
Ye Olde Carwash,Midlothian,VA,,uncertain,unknown,0.45,"Mixed signals: description & some reviews confirm touchless/brushless automatic; other reviews describe hand-applied tire brush & self-serve wand damage. Need clarification on whether touchless bay exists.","Richmond, VA #3",72
Power Market,Pacific City,OR,Power Market,confirmed_touchless,touchless_automatic,0.92,"Chain uses Istobal systems with touchless/brushless technology. Listing explicitly states 'touchless, brushless automated car wash.' No contradictory brush/soft-touch evidence in reviews.","Tillamook, OR #3",
Pueblo Laser Wash & Vac North,Pueblo,CO,ProClean Auto Wash,confirmed_touchless,touchless_automatic,0.92,"Name, description, and equipment (PDQ LA laser) confirm touchless automatic. Reviews mention 'touch free' and 'touchless' bays despite performance complaints.","Pueblo, CO #1",51
AutoSpa Central Washington,Yakima,WA,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews confirm touchless/no-touch automatic bay. Facility also offers soft-touch and self-serve, but touchless AUTOMATIC is clearly present and operational.","Portland, OR #3",68
Phoenixville Buggy Bath,Phoenixville,PA,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly states '1 touch-less automatic' wash. Multiple reviews confirm brushless/touchless automatic bay. Self-serve bays present but don't disqualify.","Philadelphia, PA #1",95
Ginger's Car Wash,Westerly,RI,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm automatic touchless bay. Mixed facility with self-serve, auto touch-free, and full-service options.","Norwich, CT #2",79
Drive & Shine Car Wash,South Bend,IN,Drive & Shine,uncertain,unknown,0.45,"Website describes tunnel wash with chemical treatments (no touchless language). Reviews mention 'touchless' but also reference belt-driven system causing car movement/damage, contradicting touchless claims.","South Bend, IN #3",82
SPOTLESS CAR WASH,Orlando,FL,,confirmed_touchless,touchless_automatic,0.95,"Laser wash, explicitly described as 'completely touch free' and 'touch-free' by multiple reviewers. No brush/cloth contact evidence.","Orlando, FL #1",89
Power Wash USA,Sioux City,IA,Power Wash USA,uncertain,mixed_with_touchless,0.6,"Reviews confirm touchless automatics present (brush-free, touchless keywords), but one 5★ review states new tunnel 'isn't touchless,' creating contradiction. Mixed facility with touchless bays likely.","Sioux City, IA #3",69
Central Car Wash,Canonsburg,PA,,confirmed_touchless,touchless_automatic,0.99,"Website explicitly states 'Automatic Touch Free Washes' using high-pressure water/soaps without brushes. Multiple reviews confirm touchless operation; no brush/cloth contact mentioned.","Pittsburgh, PA #2",87
Automated Laser Car Wash,Ludlow,MA,,confirmed_touchless,touchless_automatic,0.98,"Listing explicitly describes automatic touchless bay with no physical contact. Multiple reviews confirm brushless/touch-free operation. No brush/soft-touch evidence present.","Northampton, MA #1",78
Route 5 Car Wash,Palisades Park,NJ,,confirmed_touchless,touchless_automatic,0.95,"Website explicitly states 'Brushless Car Wash'; multiple reviews confirm brushless/touchless machines. Core service is touchless automatic.","New York City, NY #3; Northern NJ #3",85
Finishline Car Wash,Mooresville,NC,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly advertises touch-free automatic wash. Multiple reviews confirm touchless/touch-free service exists and functions. Mixed facility with soft-cloth option also available.","Statesville, NC #1",84
Power Market,Redding,CA,Power Market,confirmed_touchless,touchless_automatic,0.95,"Chain uses Istobal systems with touchless/brushless options. Listing explicitly states touchless, brushless automated wash. No brush contact reported.","Redding, CA #3",
Sylvania Car Wash,Toledo,OH,,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states 'touchless automatic' & 'brushless option'. Multiple reviews confirm 'touchless auto wash' & 'no touch' experience.","Toledo, OH #3",72
Dirtbuster Carwash,Brazil,IN,Dirtbuster Car Wash,uncertain,unknown,0.45,"One review claims 'touchless' but website lacks touchless terminology. No brush/bristle confirmation either way.","Terre Haute, IN #1",
Shell,Pueblo,CO,Shell,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states high-pressure water jets with no physical contact. Multiple reviews confirm touchless/no-touch bay operation.","Pueblo, CO #2",
Splash Car Wash @ TPC,San Antonio,TX,Splash Car Wash,confirmed_touchless,mixed_with_touchless,0.92,"Description explicitly states automatic touchless wash with overhead gantry & high-pressure nozzles, no brushes/cloth. Reviews confirm touchless automatic bay. Mixed facility (mentions bays for scrubbing).","San Antonio, TX #2",86
Rocket Carwash,Temecula,CA,,confirmed_touchless,mixed_with_touchless,0.85,"Multiple reviews explicitly mention 'touch free', 'touchless', and 'touch less' wash options. Mixed facility with both tunnel and touchless bays.","Temecula, CA #3",86
Quick Wash,Reno,NV,,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews explicitly confirm automatic touchless wash with high-pressure nozzles, no brushes. Consistent touchless-keyword tagging. 24/7 operation.","Reno, NV #1",91
Super Wash,Hamilton,OH,Super Wash,uncertain,unknown,0.45,"Description claims touchless automatic with high-pressure nozzles. But reviews mention brush use and scratches from brushes, contradicting touchless claim.","Trenton, OH #3",62
Chevron,Mountain View,CA,Chevron,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states high-pressure water+detergents, no brushes/cloth/contact. Multiple reviews confirm 'touchless', 'brushless', 'touchfree' automatic bay.","San Jose, CA #3",68
SLG Touch Free Car Wash,San Antonio,TX,,confirmed_touchless,touchless_automatic,0.95,"Listing explicitly states 'brushless automated car wash.' Multiple reviews confirm laser/touch-free wash with no brushes. One negative review questions effectiveness, not touchless nature.","San Antonio, TX #3",79
Wow Car Wash Roscoe,Roscoe,IL,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly confirms 'Touchless Automatic System' operational. Multiple reviews praise touchless wash; customers specifically chose it to avoid brush damage/swirl marks.","Rockford, IL #2",68
Thunder Auto Wash,Oklahoma City,OK,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'Touchless Automatic' wash. Multiple reviews confirm brushless/touchless automatic bay. Self-serve bays also present. No evidence of brush tunnels.","Oklahoma City, OK #1",94
Keep It Shining Car Wash,Bridgeton,NJ,,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states automatic touchless bay using high-pressure water jets, no physical contact. Multiple reviews confirm touchless/laser wash operation.","Vineland, NJ #2",72
Gorilla Touchless Car Wash San Antonio,San Antonio,TX,Gorilla Car Wash,uncertain,unknown,0,"error:SyntaxError: Expected ',' or '}' after property value in JSO","San Antonio, TX #1",83
Bonjour Car Wash,Stuart,FL,,confirmed_touchless,mixed_with_touchless,0.99,"Website explicitly confirms touchless automatic bay. Multiple reviews verify touch-free automated wash. Mixed facility with self-serve bays also present.","Stuart, FL #2",63
American Pride Car Wash,Cary,NC,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly lists touchless automatic bays separate from tunnel locations. Multiple reviews confirm touch-free automatic wash operational. One negative review mentions brushes but appears to reference different (Xpress Tunnel) location.","Raleigh-Durham, NC #1",86
Redline Speed Shine Shiloh,State College,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Website confirms touchless automatic bay present. Multiple reviews praise touchless/brushless wash. Facility also offers soft-touch & brush options, but touchless bay clearly available.","State College, PA #3",64
Flagstaff Car Wash,Tucson,AZ,,confirmed_touchless,mixed_with_touchless,0.85,"Description explicitly states 'brushless car wash' and 'touchless automated wash.' Reviews confirm automatic touchless bay ($4 option). Self-serve bays also present but touchless automatic is primary.","Tucson, AZ #3",
