name,city,state,chain,verdict,facility_type,confidence,reason,trophies,tss
Sunshine Car Wash - Court St,Clearwater,FL,,uncertain,unknown,0.45,"Conflicting evidence: website describes friction/soft-touch tunnel; 5 reviews praise 'brushless'; 1 review claims rubber fingers contacted car, contradicting brushless claim.","Tampa, FL #2",81
Kwik Trip,STEVENS POINT,WI,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"PDQ Laserwash 360 Plus confirmed touchless system. Gantry overhead, high-pressure nozzles, no physical contact. Customer review affirms touch-free operation.","Wisconsin Rapids, WI #3",
Royal Rinse Car Wash,Colonial Heights,VA,Royal Rinse Car Wash,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews confirm automatic touchless wash present. Mixed facility with self-serve bays + touchless automatic bay qualifies.","Richmond, VA #3",81
Tiny Bubbles Car & Dog Wash,Watertown,NY,,confirmed_touchless,mixed_with_touchless,0.85,"Description explicitly mentions 'brushless touchless automated car wash.' Reviews confirm touchless/touch-free/laser options. Mixed facility also offers soft-touch.","Watertown, NY #2",61
Exxon,Bartonsville,PA,Exxon,confirmed_touchless,touchless_automatic,0.95,"Description explicitly confirms automatic touchless bay with overhead gantry, high-pressure nozzles, no physical contact. Multiple reviews confirm touchless operation.","Wilkes-Barre, PA #1",68
Kwik Trip,Waite Park,MN,Kwik Trip,confirmed_touchless,touchless_automatic,0.92,"Description explicitly states high-pressure water jets, no physical contact. Customer review confirms 'no touch car wash.' Meets touchless automatic criteria.","St. Cloud, MN #1",
Valley Car Wash,St Clairsville,OH,,confirmed_touchless,mixed_with_touchless,0.92,"Website confirms 'Razor Touch Free Automatic' touchless systems present. Reviews mention touchless automatic bays alongside soft-touch and self-serve options. Mixed facility with genuine touchless automatic.","Wheeling, WV #1",63
Batter Up Car Wash,Granite City,IL,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm 'touch free automatic,' 'no touch carwash,' and 'automatic touchless wash' options. Mixed facility with both touchless and brush bays.","St. Louis, MO #3",86
Kwik Trip,ZUMBROTA,MN,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"PDQ Laserwash 360 Plus confirmed touchless; gantry overhead nozzles, no physical contact; positive review validates touchless operation.","Red Wing, MN #1",
Super Wash,Moline,IL,Super Wash,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly states 'touchfree automatic car wash'. Reviews confirm brushless automatic wash. Mixed facility with self-serve bays + touchless automatic bay.","Quad Cities, IA-IL #1",82
Octopus Brushless Car Wash,Sterling,IL,,uncertain,unknown,0.5,"Name claims 'brushless' but no touchless_wash_types data, no review evidence, no technical specs provided.","Sterling, IL #1",
Mission Gorge Car Wash,San Diego,CA,,confirmed_touchless,mixed_with_touchless,0.92,"Website explicitly confirms touchless/brushless automatic bays. Multiple reviews praise touchless option. One negative review mentions brush wash (separate service), confirming mixed facility with touchless present.","San Diego, CA #2",76
Kwik Trip Car Wash,Rochester,MN,Kwik Trip,uncertain,unknown,0.4,"Description claims touchless automated wash but incomplete, no touchless_wash_types listed, no reviews to verify.","Rochester, MN #3",
Bubbles Auto Wash,Fort Pierce,FL,,confirmed_touchless,mixed_with_touchless,0.92,"Website explicitly states 'Touchless Automatic' service. Multiple reviews confirm touchless/touch-free wash bay exists. Mixed facility also offers self-serve and hand wash options.","Stuart, FL #1; Vero Beach, FL #1",57
Washville Car Wash,Somersworth,NH,,uncertain,unknown,0.35,"Description claims touchless gantry+nozzles, but website evidence shows standard tiered packages with no touchless mention. Customer reviews contradict each other—some call it touchless, others explicitly say 'it's not touchless' or prefer brushes.","Sanford, ME #3",69
Kwik Trip,WATERLOO,IA,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"PDQ Laserwash 360 Plus touchless system explicitly documented. Customer review confirms 'Touch Free' wash option available and selected.","Waterloo-Cedar Falls, IA #1",
Pueblo Laser Wash & Vac North,Pueblo,CO,ProClean Auto Wash,confirmed_touchless,touchless_automatic,0.92,"Name, description, and equipment (PDQ LA laser) confirm touchless automatic. Reviews use touchless keywords; complaints are about pressure/effectiveness, not brush contact.","Pueblo, CO #1",51
College Park Car Wash,College Park,MD,,confirmed_touchless,mixed_with_touchless,0.92,"Description confirms automatic touchless drive-thru. Multiple reviews explicitly mention 'touch-less wash' and 'touchless' service. Mixed facility with self-serve bays also present.","Washington, DC #2",66
A-1 Car Wash touchless 24 HOUR,Dartmouth,MA,,confirmed_touchless,touchless_automatic,0.98,"Automatic touchless gantry bay confirmed via description and multiple reviews. High-pressure nozzles, no physical contact, brushless design verified.","Providence, RI #3",91
Drive & Shine Car Wash,South Bend,IN,Drive & Shine,uncertain,unknown,0.45,"Website describes tunnel with chemical treatments (soft-touch indicators). Reviews mention 'touchless' but also reference belt-driven system. Conflicting evidence; clarification needed.","South Bend, IN #3",82
Car Wash@821,Plymouth,IN,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states '24/7 Touchless Wash' automated service. Multiple reviews confirm touch-free operation. Also offers detailing services alongside touchless automatic bay.","Warsaw, IN #1",83
Canfield Auto Spa,Canfield,OH,Super Suds Auto Spa,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews explicitly confirm touchless/brushless/touch-free automatic wash. Description states 'touchless automatic car wash experience' with 'brushless system.'","Warren-Youngstown, OH #3",87
Sunrise High Performance Car Wash,Port Huron,MI,,confirmed_touchless,mixed_with_touchless,0.95,"Website confirms 'Touch Free Automatic Washes' and 'Touch Free Laser Wash'. Multiple reviews explicitly praise touchless automatic bay with no brushes. Mixed facility with self-serve bays also present.","Richmond, MI #1",78
Power Market,Redding,CA,Power Market,confirmed_touchless,touchless_automatic,0.85,"Chain uses Istobal systems with touchless/brushless options. Listing explicitly states 'touchless, brushless automated car washing' with no brush contact.","Redding, CA #3",
Kwik Trip,SERGEANT BLUFF,IA,Kwik Trip,uncertain,unknown,0.35,"Description claims touchless (high-pressure water/detergent, no brushes/cloth), but no independent review evidence, empty touchless_wash_types field, and no classification data on file.","Sioux City, IA #3",
Dirtbuster Carwash,Brazil,IN,Dirtbuster Car Wash,uncertain,unknown,0.45,"Website lacks touchless terminology; one review claims 'touchless' but no technical details confirm brush-free/laser/high-pressure system.","Terre Haute, IN #1",
Finishline Car Wash,Mooresville,NC,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly offers 'Touch-Free Car Wash' as primary service. Multiple reviews confirm functional touchless automatic bay alongside soft-cloth and self-serve options.","Statesville, NC #1",84
Wash N Go,Carson City,NV,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states 'Touchless Car Wash' with 'We Wash But Don't Touch!' messaging. Multiple reviews confirm touchless automatic operation, no scratches, no physical contact. Operates 24/7 with free vacuums.","Reno, NV #3",75
Shell,Pueblo,CO,Shell,confirmed_touchless,touchless_automatic,0.92,"Description explicitly states high-pressure water jets, no physical contact. Multiple reviews confirm 'touchless' and 'no-touch' wash experience.","Pueblo, CO #2",
Rocket Carwash,Temecula,CA,,uncertain,mixed_with_touchless,0.6,"Reviews explicitly mention 'touch free' and 'touchless' options, but website describes friction/soft-touch tunnel. Mixed signals require clarification.","Temecula, CA #2",86
Keep It Shining Car Wash,Bridgeton,NJ,,confirmed_touchless,touchless_automatic,0.95,"Facility description explicitly states automatic touchless bay using high-pressure water jets with no physical contact. Multiple reviews confirm touchless/laser wash operation.","Vineland, NJ #1",72
Champion's AutoWash,Wisconsin Rapids,WI,,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews explicitly confirm touchless/touch-free automatic wash. Customers praise no paint swirling, no mirror damage—hallmarks of contactless operation.","Wisconsin Rapids, WI #1",85
Splash & Dash Auto Wash,Fairfield,OH,,confirmed_touchless,touchless_automatic,0.95,"Description explicitly confirms automatic touchless bay using water pressure & detergent only, no brushes/cloth/foam curtains.","Trenton, OH #1",
Gorilla Touchless Car Wash San Antonio,San Antonio,TX,Gorilla Car Wash,confirmed_touchless,touchless_automatic,0.92,"Multiple reviews explicitly confirm touchless/touch-less automatic wash. Name includes 'Touchless,' description states '100% touchless.' Reviews praise no-touch technology; quality concerns don't negate touchless mechanism.","San Antonio, TX #1",83
Twin Star Car Wash,Snoqualmie,WA,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly states touch-free, no-brush technology. Multiple 5★ reviews confirm automatic no-touch wash. Also offers self-serve stalls & vacuums.","Seattle, WA #3",83
Kwik Trip,Wausau,MI,Kwik Trip,uncertain,unknown,0.3,"Description claims touchless high-pressure water+detergent, but no touchless_wash_types field populated and no customer reviews to corroborate.","Wausau, WI #3",
Mr. Shine Auto Wash,Trafford,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly confirms touchless automatic service. Multiple reviews verify touchless bay exists and functions. Mixed facility with soft-touch + self-serve also present.","Uniontown, PA #2",80
Splash Car Wash Express,Evans Mills,NY,Splash Car Wash,not_touchless,soft_touch,0.85,"Website describes friction/soft-touch tunnel (foam polish, wax). Reviews mention 'pulling brushes back'—implies brushes present. Damage complaints suggest contact wash.","Watertown, NY #1",78
Superior Touchless CarWash,Menominee,MI,,confirmed_touchless,touchless_automatic,0.95,"Website explicitly states 'Touchless Automated Bays' with high-pressure wash process. Reviews confirm 'brushless' operation. No brush/cloth contact evidence.","Sturgeon Bay, WI #3",
Oil Changers & Car Wash,Visalia,CA,,confirmed_touchless,mixed_with_touchless,0.85,"Reviews explicitly confirm touchless/contactless option available. Mixed facility offers both touchless and brush options.","Visalia, CA #1",
Mundy Street Car Wash,Wilkes-Barre Township,PA,,confirmed_touchless,touchless_automatic,0.95,"Description explicitly confirms automatic touchless bay with gantry, high-pressure nozzles, no physical contact. Review confirms touchless wash operation.","Wilkes-Barre, PA #3",
Murray Car Wash,Murray,UT,,confirmed_touchless,mixed_with_touchless,0.95,"Website confirms brushless touchless automatic bays. Multiple 5★ reviews explicitly praise touchless/contactless automatic wash. Mixed facility includes self-serve.","Salt Lake City, UT #1",94
Super Klean Car Wash,Broken Arrow,OK,Super Klean Car Wash,confirmed_touchless,mixed_with_touchless,0.95,"Description explicitly states 'brushless automatic car wash.' Multiple reviews confirm 'touchless' and 'brushless automatic' bay. Mixed facility with manual/self-serve bays also present.","Tulsa, OK #3",82
Radiant Shine Wash,Wooster,OH,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly states touchless automatic bays. Reviews confirm touch-free Accutrac system, no brushes/scratching. Also offers self-serve bays.","Wooster, OH #3",80
Express Auto Wash,North Brookfield,MA,,confirmed_touchless,touchless_automatic,0.98,"Description explicitly states automatic touchless bay with no physical contact. Multiple reviews confirm touch-free/no-touch operation. No contradicting brush/cloth evidence.","Worcester, MA #3",89
Splash Car Wash @ TPC,San Antonio,TX,Splash Car Wash,confirmed_touchless,mixed_with_touchless,0.92,"Description explicitly confirms automatic touchless gantry with high-pressure nozzles, no brushes/cloth. Multiple reviews affirm touchless experience. Mixed facility (bays + automatic). One damage complaint typical for high-pressure systems.","San Antonio, TX #2",86
Brown Bear Car Wash,Spokane Valley,WA,Brown Bear,confirmed_touchless,touchless_automatic,0.92,"Listing explicitly describes 'Touchless (brushless) automated car wash.' Multiple reviews confirm touchless/automatic wash service. One negative review mentions 'broom washing' (self-serve bay), but primary facility is confirmed automatic touchless.","Spokane, WA #2",68
Kiwi Car Wash Vero Beach,Vero Beach,FL,,uncertain,unknown,0.35,"Description claims touchless/brushless automatic, but website has zero mention of touchless technology. Multiple 1★ reviews report physical damage (dents, scratches, parts ripped off) suggesting contact/mechanical equipment, contradicting touchless claim.","Vero Beach, FL #2",
Shine On Auto Wash Touchless Automatic,Warwick,RI,,confirmed_touchless,touchless_automatic,0.98,"Listing explicitly describes high-pressure water/detergent system with no brush/cloth contact. Multiple reviews confirm touchless automatic operation and praise paint safety.","Providence, RI #2",87
Nifty Car Wash,Perrysburg,OH,,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states high-pressure water jets, no brushes, no physical contact. Multiple reviews confirm touchless automatic wash operation.","Toledo, OH #2",71
Hangry Planet,San Bruno,CA,,confirmed_touchless,mixed_with_touchless,0.92,"Listing explicitly states 'touchless automated car wash.' Reviews confirm touchless service. Mixed facility with convenience store.","San Francisco, CA #2",82
Classic Touch Express Car Wash,Winston-Salem,NC,,uncertain,unknown,0.45,"Reviews mention both 'brushless/touchless option' AND 'brushes in wash'. Website silent on tech. Mixed evidence suggests mixed facility but unclear if automatic touchless bay confirmed.","Winston-Salem, NC #1",80
Kittery Car Wash,Kittery,ME,,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews explicitly confirm touchless/touch-less automated wash. Facility described as offering touchless automated experience. No brush/cloth contact evidence.","Sanford, ME #2",86
Garibaldi Car Wash,Garibaldi,OR,,confirmed_touchless,touchless_automatic,0.99,"Website explicitly states touchless automatic service. Multiple 5★ reviews consistently praise touchless wash quality and performance.","Tillamook, OR #1",87
Hidden Cove Car Wash,Layton,UT,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly states touchless automatic with no brushes. Multiple reviews confirm brushless/touchless bay. Also offers self-serve option.","Salt Lake City, UT #3",84
Suds it Up Car Wash,Bradenton,FL,,confirmed_touchless,touchless_automatic,0.92,"Multiple reviews explicitly confirm touchless/touch-free automatic bays. Website lacks touchless language, but customer evidence is decisive and consistent.","Sarasota, FL #1",68
Roger's Laser Wash,New Hartford,NY,,confirmed_touchless,touchless_automatic,0.98,"Name, listing classification, and multiple 5★ reviews explicitly confirm touchless automatic laser wash with no brush/cloth contact.","Utica-Rome, NY #1",92
Laziboy Car Wash & Mobile Detailing,Plymouth,WI,,confirmed_touchless,mixed_with_touchless,0.92,"Description explicitly states high-pressure water+detergent, no brushes/cloth/foam curtains. Multiple reviews confirm touchless bay exists alongside soft-touch option. Mobile detailing is separate service.","Sheboygan, WI #1",82
Shammy's Auto Wash,Owensboro,KY,,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews confirm laser/touchless automatic wash; customers explicitly praise touch-free, swirl-mark-free operation.","Owensboro, KY #1",93
Buggy Bath Car Wash,Anderson,IN,,confirmed_touchless,touchless_automatic,0.95,"High-pressure water/chemical gantry system, no brushes/cloth contact. Multiple reviews confirm touchless/brushless/laser wash operation.","Muncie, IN #1",81
Time To Shine Car Wash,Lewistown,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm touchless/no-touch automatic wash. Facility also offers self-serve bays. Clear touchless automatic present.","State College, PA #1",87
Uncasville Quick Lube & Car Wash,Uncasville,CT,,confirmed_touchless,mixed_with_touchless,0.95,"Description explicitly states water pressure + detergent only, no brushes/cloth/foam. Multiple reviews confirm touchless/touch-free/touch-less operation with dryers. Quick lube services present but touchless bay clearly established.","Norwich, CT #1",88
Edison Car Wash,Edison,OH,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple customer reviews explicitly confirm touchless/automatic wash bay. Mixed facility with DIY bays also present.","Mount Vernon, OH #2",82
Evershine Car Wash,Greensboro,NC,,confirmed_touchless,touchless_automatic,0.92,"Multiple reviews explicitly confirm 'touch free' and 'touchless' automatic wash. Description states 'touchless automatic wash options.' One negative review questions authenticity but doesn't describe brushes/contact.","Greensboro, NC #1",82
Spit Shine Car Wash,Nicholasville,KY,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm 'touch less,' 'touch free,' 'touchless' automatic wash. Customers contrast it favorably against brush washes with debris/scratching. Mixed facility (automatic touchless + self-serve stalls).","Lexington, KY #1",91
Kwik Trip,MILFORD,IA,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states touchless automatic, water+detergent only, no brushes/cloth/foam. Equipment: PDQ LaserWash 360 Plus confirms touchless tech.","Milford, IA #2",
Kwik Trip,FARIBAULT,MN,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"PDQ Laserwash 360 Plus is a genuine touchless/laser automatic bay. Description confirms high-pressure water jets, no physical contact. Mixed facility with convenience store.","Owatonna, MN #2",
Grand Express Wash,Peoria,AZ,,confirmed_touchless,touchless_automatic,0.99,"Website explicitly states 'Touchless Wash Available' multiple times. Multiple customer reviews confirm 'brushless,' 'touchless,' and 'touch free' automated service. Tesla owners recommend it.","Phoenix, AZ #1",88
New Richmond Car Wash,New Richmond,WI,,confirmed_touchless,mixed_with_touchless,0.92,"Description explicitly states automatic bay uses high-pressure water jets with no physical contact. Reviews confirm touch-free/touch-less experience. Self-serve also available.","New Richmond, WI #1",80
Wash Me! Car Wash,Evans,CO,,confirmed_touchless,mixed_with_touchless,0.95,"High-tech automatic touchless drive-through confirmed by website, description, and multiple 5★ reviews explicitly praising 'touchless' and 'no touch' automatic wash.","Greeley, CO #3",86
Xtreme Clean Auto Wash,Kalamazoo,MI,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly confirms touchless automatic option. Multiple reviews verify touchless bay availability. Mixed facility with SoftTouch + Touchless options.","Kalamazoo, MI #2",82
Sundance Car Wash,Leola,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Website & reviews confirm automatic touchless bay (gantry arm, high-pressure nozzles, no contact). Mixed facility also offers soft-touch automatic.","Lancaster, PA #1",90
Magic Sparkle Automatic and Self-Serve Car Wash,Louisville,KY,,confirmed_touchless,mixed_with_touchless,0.98,"Automatic touchless bay confirmed: gantry-arm, high-pressure nozzles, no physical contact. Multiple reviews explicitly verify 'touchless,' 'no touch,' 'touch-free' operation. Also offers self-serve and vacuum.","Louisville, KY #3",80
Raymond Car Wash & Detailing,Raymond,ME,,confirmed_touchless,mixed_with_touchless,0.95,"Description explicitly states 'Touch-Free automatic service' with soap, wax, dryers. Review confirms 'Touchless' experience. Mixed facility with self-serve bays also present.","Portland, ME #2",
Super Wash,Janesville,WI,Super Wash,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm touchless automatic bay ('touch free automatic', 'touchless', 'no brushes'). Mixed facility with self-serve wand option also mentioned.","Janesville, WI #1",86
Diamond Sparkle Car Wash,Colchester,CT,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'Touchless Car Wash System' as primary option. Multiple reviews confirm touchless automatic bay. Mixed facility with self-serve also present.","Norwich, CT #3",48
Power Market,Lower Lake,CA,Power Market,confirmed_touchless,mixed_with_touchless,0.92,"Chain uses Istobal systems offering touchless + soft-touch options. Listing explicitly states 'touchless, brushless automated' bay present.","Lakeport, CA #3",
Doyle's Car Wash,Turners Falls,MA,,confirmed_touchless,mixed_with_touchless,0.85,"Reviews explicitly confirm one touchless automatic bay. Website text contradicts itself but reviews consistently verify touchless wash present alongside manual bays.","Northampton, MA #1",84
Pony Express Car Wash,Ammon,ID,,uncertain,unknown,0.45,"Website describes traditional friction wash (chemicals, foam, air dry). Reviews mention brushes hurting paint, but also claim touchless option exists—unclear if genuine automatic touchless bay or unreliable feature.","Idaho Falls, ID #1",69
Self Service Auto Wash,Jacksonville Beach,FL,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm touchless automatic bay ('touchless drive thru', 'touchless auto wash'). Also offers self-serve bays. Meets mixed facility qualification.","Jacksonville, FL #2",85
AutoBrite Car Washes, Inc.,Henderson,NC,,confirmed_touchless,mixed_with_touchless,0.95,"Explicit touchless automatic bay confirmed. Mixed facility with soft-touch option also available. Evidence supports genuine touchless capability.","Henderson, NC #1",80
Power Market,Lucerne,CA,Power Market,uncertain,unknown,0.45,"Chain offers both touchless AND soft-touch options. Lucerne location type unclear—no reviews sampled to confirm which bay type(s) present.","Lakeport, CA #1",
Max Car Wash,Fallbrook,CA,Max Car Wash,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly confirms touchless automatic (Istobal M25 system). Multiple 5★ reviews specifically praise touchless/brushless wash. Mixed facility includes self-serve bays.","Oceanside-Carlsbad, CA #3; Temecula, CA #3",65
Kwik Trip,SPENCER,WI,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states touchless automatic. Equipment listed as PDQ Laserwash 360 Plus touchless system. No brush/cloth contact mentioned.","Marshfield, WI #3",
Magic Wash Inc,Middleton,WI,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly confirms automatic touchless bay. Multiple reviews mention touchless wash. Mixed facility with touchless + soft touch + self-serve.","Madison, WI #2",58
Biddeford Auto Wash,Biddeford,ME,,uncertain,mixed_with_touchless,0.65,"Multiple reviews confirm 2 touchless bays present. However, one 1★ review reports brushes damaging car, contradicting touchless claim. Facility appears mixed (touchless + soft-touch lanes).","Portland, ME #1",73
Our Town Car Wash,South Hadley,MA,,confirmed_touchless,touchless_automatic,0.95,"Website explicitly states 'touchless automatic washes' with high-pressure water/chemicals, no friction materials. Customer reviews confirm 'brushless' operation. Mixed review quality but no evidence of brushes/cloth contact.","Northampton, MA #3",82
Kwik Trip Car Wash,Owatonna,MN,Kwik Trip,uncertain,unknown,0.4,"Description claims touchless/brushless, but no wash_types listed, no reviews, no corroborating evidence.","Owatonna, MN #3",
RiverFront Detail and WiggyWash of Arkansas,Little Rock,AR,,confirmed_touchless,mixed_with_touchless,0.85,"Multiple reviews confirm laserwash 360plus and touchless automatic bay. Mixed facility (soft cloth + touchless). One damage claim insufficient to override consistent touchless evidence.","Little Rock, AR #3",73
Mobil,Fort Lauderdale,FL,Mobil,uncertain,touchless_automatic,0.6,"Description claims touchless gantry system; positive reviews confirm touchless operation. One 1★ review alleges damage but cuts off mid-sentence, unclear if system failure or user error.","Miami, FL #2",72
Kwik Shine Car Wash - TOUCHLESS car wash,Ephrata,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Business explicitly claims touchless automatic with no machine contact. Multiple customer reviews confirm touchless wash experience. Mixed facility includes self-serve bays.","Lancaster, PA #3",85
Shammys Auto Wash,Owensboro,KY,,confirmed_touchless,touchless_automatic,0.95,"Website explicitly states touchless locations. Multiple reviews confirm automatic touchless wash; prevents swirl marks. One negative review lacks specifics on cause.","Owensboro, KY #2",75
WAVE'S Carwash,McKees Rocks,PA,,confirmed_touchless,touchless_automatic,0.99,"Website explicitly states touchless technology. Multiple reviews confirm no brushes, touch-free operation, automatic wash process.","Pittsburgh, PA #2",84
Maurer's Sunshine Car Wash,Jackson,MI,,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states automated wash without brushes. Multiple reviews confirm touchless operation. No brush/cloth evidence present.","Jackson, MI #2",
Tornado Car Wash,Omaha,NE,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'high power touchless automatics.' Multiple reviews confirm touchless bay present and functional. Mixed facility with brush options also available.","Omaha, NE #1",85
Black Dog Car Wash,Londonderry,NH,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states 'touchless car wash' with 'top-of-the-line touchless equipment.' Multiple 5★ reviews confirm touch-free/touchless automatic operation. No brush/cloth mentions.","Haverhill, MA #1",88
Touch Free Car Wash,Miami,FL,,uncertain,touchless_automatic,0.65,"Listing & reviews consistently describe touchless/touch-free automatic wash. However, one recent review (2/2) indicates closure—current operational status unconfirmed.","Miami, FL #3",70
Lucky Ducky Car Wash | TOUCHLESS Car Wash | Lansing,Lansing,MI,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states 'touchless wash.' Multiple reviews confirm touch-less/brushless automatic service with powerful jets, no brush contact, no damage reported.","Lansing, MI #1",93
Motor City Auto Wash,Phoenix,AZ,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'high-pressure jets and no brushes or cloths.' Multiple reviews confirm 'brushless' and 'touchless automatic' bays. Also offers self-serve bays.","Phoenix, AZ #3",91
Mr. Magic Car Wash,Morgantown,WV,Mr. Magic Car Wash,confirmed_touchless,touchless_automatic,0.85,"Customers explicitly praise 'touchless' and 'touch less' wash system; paint-safe operation confirmed. Website generic, but reviews override with direct touchless evidence.","Morgantown, WV #1",82
Kwik Trip,Cameron,WI,Kwik Trip,uncertain,unknown,0.3,"Description claims touchless technology but no wash_types listed; no reviews to verify; incomplete data.","Green Bay, WI #1",
Bloomingdale Self-Serve Car Wash,Bloomingdale,NJ,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly confirms 2 touchless automatic bays. Multiple reviews praise 'robot arm,' 'brushless,' 'touchless' automatic wash. Self-serve bays also present but not primary.","New York City, NY #2; Northern NJ #2",73
Big Splash Car Wash,Whiteland,IN,Splash Car Wash,confirmed_touchless,mixed_with_touchless,0.95,"Description explicitly states 'fully automated touchless car wash.' Multiple reviews confirm laser wash and no-touch automatic bay. Mixed facility with self-serve bays also present.","Indianapolis, IN #1",91
Salty Dog Car Wash - E New York,DeLand,FL,Salty Dog Car Wash,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly states touchless automatic wash. Multiple 5★ reviews confirm touch-free operation. Automatic bay present alongside self-serve options.","New Smyrna Beach, FL #1",86
Spruce Street Car Wash,Elizabethtown,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Website confirms touchless automatic bay. Multiple reviews praise new touchless/touch-free automatic machine. Mixed facility with self-serve bays also present.","Harrisburg, PA #1; Lancaster, PA #2; York, PA #2",89
Red Hawk Wash,Milton,WI,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly offers 'touch free option' with sonar technology. Multiple reviews confirm touchless automatic bay. Also offers soft-touch option.","Janesville, WI #3",80
Power Market,Jacksonville,OR,Power Market,confirmed_touchless,touchless_automatic,0.95,"Chain uses Istobal touchless/brushless systems. Listing explicitly states 'touchless, brushless automated car wash technology' with no brush contact.","Medford, OR #1",
U-Wash Car Wash,Nashville,TN,,confirmed_touchless,mixed_with_touchless,0.85,"Description explicitly states 'touchless automatic wash' and 'brushless.' Reviews confirm no-touch/$7+ autowash option. Facility also offers soft-touch brush bay (separate service).","Nashville, TN #2",62
Kwik Trip,PRINCETON,MN,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"PDQ Laserwash 360 P confirmed touchless equipment. Description explicitly states automatic touchless bay, no physical contact. Review mentions 'touch free' option.","North Branch, MN #1",80
Gary Rome Car Wash,Holyoke,MA,,confirmed_touchless,mixed_with_touchless,0.92,"Description explicitly states 'touchless automated car wash experience.' Multiple reviews confirm touchless bay exists. Damage claims don't negate touchless service presence.","Northampton, MA #2",81
Shell,Carmel,CA,Shell,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states 'touchless automatic car wash' and 'brushless wash'. No contradicting evidence in reviews.","Monterey, CA #1",
OTTO Car Wash,Kansas City,MO,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm touchless automatic bay present. Description explicitly states 'Touchless Automatic' option alongside self-serve bays.","Kansas City, MO #1",95
Hurricane Carwash Webb City,Webb City,MO,,confirmed_touchless,mixed_with_touchless,0.95,"Website confirms high-pressure touch-free automatic system. Multiple 5★ reviews explicitly praise touchless wash. Mixed facility with soft-touch alternative available.","Joplin, MO #2",62
University Car Wash,Huntington,WV,,confirmed_touchless,mixed_with_touchless,0.95,"Description explicitly states 'touchless automated car wash experience.' 5-star review confirms 'touch free' wash with post-wash drying by staff. Mixed facility includes vacuums, underbody wash, and detail options.","Huntington, WV #1",
Clean-N-Go Car Wash,Franklin,IN,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm brushless/touchless automatic bay. Description states 'touchless automated car wash experience.' One review mentions self-service bays also present.","Indianapolis, IN #2",82
Oxford Laser Car Wash,Oxford,NC,,confirmed_touchless,touchless_automatic,0.95,"Laser wash + automatic touchless bay explicitly described. Water pressure & detergent only, no brushes/cloth. Review confirms touch-free operation, no swirls on black vehicle.","Henderson, NC #2",
Wildwood Auto Wash,Jackson,MI,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews confirm automatic touchless wash bay. Mixed facility includes self-serve bays. Equipment described as updated and touch-free operation.","Jackson, MI #1",85
