touchless_signal,name,brand,address,city,state,zip,lat,lng,car_wash_type,automated,self_service,phone,website,opening_hours,osm_id
false,,,,,NM,,36.7794543,-108.6964148,,,,,,,way/203713368
false,,,,,NM,,34.9511128,-106.6938158,,,,,,,way/208808714
false,,,,,NM,,32.8896906,-105.9352279,,,,,,,way/220088371
false,,,,,NM,,32.9004657,-105.9558162,,,,,,,way/220515413
false,,,,,NM,,32.8981303,-105.9292128,,,,,,,way/220530086
false,,,,,NM,,32.9262875,-105.9527394,,,,,,,way/220839222
false,,,,,NM,,35.6471976,-106.0066634,,,,,,,way/259860086
false,,,,,NM,,35.1891652,-106.616056,,,,,,,way/261475913
false,,,,,NM,,35.0730038,-106.5584515,,,,,,,way/348434373
false,,,,,NM,,32.3865684,-104.2206963,,,,,,,way/361182369
false,,,,,NM,,32.3851931,-104.2221073,,,,,,,way/361182478
false,,,,,NM,,32.4284725,-104.2543577,,,,,,,way/361493826
false,,,,,NM,,32.4349678,-104.2350216,,,,,,,way/363676946
false,,,,,NM,,32.4201246,-104.2374854,,,,,,,way/364067359
false,,,,,NM,,34.0712962,-106.8938603,,,,,,,way/438506689
false,,,Rodeo Road,Santa Fe,NM,,35.6383588,-106.0012438,,,,,,,way/475151339
false,,,,,NM,,34.809641,-106.6985964,,,,,,,way/551191831
false,,,,,NM,,34.813375,-106.754102,,,,,,,way/551586821
false,,,,,NM,,34.8582634,-106.6914795,,,,,,,way/558405068
false,,,,,NM,,35.1085521,-106.5668707,,,,,,,way/562913711
false,,,2774 Sawmill Road,,NM,,35.6403291,-105.9598072,,,,,,,way/590002419
false,Mister Car Wash,Mister Car Wash,5530 East Main Street,Farmington,NM,87402,36.7717686,-108.1399252,,,,+1 505-336-5277,https://mistercarwash.com/store/pinon-hills/,Mo-Sa 7:00-19:00;Su 8:00-18:00,way/598421466
false,Tornado Wash,,1020 Joe Harvey Boulevard,Hobbs,NM,88240,32.7407816,-103.1488174,,,,+1-575-964-8470,,,way/612116905
false,,,,,NM,,36.8825908,-106.5903725,,,,,,,way/616478495
false,,,,,NM,,35.1467858,-106.5827778,,,,,,,way/622895956
false,,,Iztazihuatl,,NM,,31.6684769,-106.4179927,,no,only,,,,way/665367007
false,,,,,NM,,35.0876192,-106.534798,,,,,,,way/688789557
false,,,,,NM,,35.6373319,-106.030444,,,,,,,way/694200814
false,,,,,NM,,35.1094364,-106.5722792,,,,,,,way/696776748
false,,,,,NM,,35.6373486,-106.030425,,,,,,,way/726550872
false,,,,,NM,,31.727398,-106.4365208,,,,,,,way/730842989
false,,,,,NM,,35.1750198,-106.5925584,,,,,,,way/739440993
false,,,,,NM,,32.7484877,-103.1444413,,,,,,,way/746573827
false,,,,,NM,,32.7484336,-103.1441964,,,,,,,way/746573828
false,,,,,NM,,32.7486634,-103.1441952,,,,,,,way/746573829
false,,,,,NM,,34.6787702,-106.7710367,,,,,,,way/764026034
false,,,,,NM,,34.6787048,-106.7707583,,,,,,,way/764026035
false,,,,,NM,,36.8988221,-104.4407339,,,,,,,way/805820936
false,,,,,NM,,35.1277745,-108.488785,,,,,,,way/817314581
false,,,,,NM,,35.3203891,-106.5759832,,,,,,,way/825478963
false,,,,,NM,,35.155067,-106.5933765,,,,,,,way/879093112
false,,,,,NM,,35.1855866,-106.6801191,,,,,,,way/897317326
false,,,,,NM,,36.1482376,-107.2634914,,,,,,,way/897705087
false,,,,,NM,,35.0052905,-106.0284115,,,,,,,way/904925068
false,,,,,NM,,35.2016915,-106.5693767,,,,,,,way/913402365
false,,,,,NM,,31.6987037,-106.2384319,,,,,,,way/913723025
false,,,,,NM,,35.599958,-105.2126225,,,,,,,way/916392568
false,,,,,NM,,35.007778,-106.0615235,,,,,,,way/921914844
false,,,,,NM,,35.640037,-105.9598625,,,,,,,way/922776307
false,Mister Car Wash,Mister Car Wash,324 US-550,,NM,,35.321042,-106.5495329,,,,,,,way/929462149
false,Pic Quick,,210 East Union Avenue,Las Cruces,NM,88005,32.2748046,-106.7645018,,,no,,,,way/930009025
false,,,,,NM,,32.2612442,-106.7600529,,,,,,,way/992782801
false,,,,,NM,,32.2610994,-106.7599574,,,,,,,way/992782802
false,,,,,NM,,31.6484638,-106.3907935,,,,,,,way/1038944928
false,,,201 98th Street Northwest,Albuquerque,NM,,35.0761843,-106.7441864,,,,,,,way/1097814069
false,,,,,NM,,36.5106489,-104.9212414,,,,,,,way/1098234470
false,,,,,NM,,32.9158855,-105.9537223,,,,,,,way/1118974291
false,,,,,NM,,35.0122072,-106.7169491,,,,,,,way/1161047103
false,,,,,NM,,34.7641833,-106.0556919,,,,,,,way/1161689808
false,,,,,NM,,35.8866117,-106.0425585,,no,only,,,,way/1190020842
false,,,,,NM,,35.10938,-106.5591284,,,,,,,way/1266370078
false,,,,,NM,,34.9972836,-106.0503612,,,,,,,way/1319976570
false,,,1019 West Broadway Boulevard,Bloomfield,NM,87413,36.7108691,-107.9911422,,,,,,,way/1347412552
false,,,,,NM,,36.7096769,-107.9859898,,,,,,,way/1347412602
false,,,,,NM,,36.7118314,-107.9986231,,,,,,,way/1359673210
false,,,,,NM,,36.4405799,-103.1779595,,no,only,,,,way/1376174528
false,Mister Car Wash,,1503 Main Street Southwest,Los Lunas,NM,87031,34.8139747,-106.7514944,,yes,,+1 505 532 4292,https://mistercarwash.com/store/los-lunas/,Mo-Sa 07:00-19:00; Su 08:00-18:00,way/1385483285
false,,,,,NM,,35.1288689,-107.8256487,,,,,,,way/1389967441
false,,,,,NM,,35.1267742,-107.8259698,,,,,,,way/1389967444
false,,,10084 Coors Boulevard Northwest,,NM,,35.1976872,-106.6509352,,,,,,,way/1409623448
false,,,221 South 12th Street,Deming,NM,88030,32.265502,-107.7732292,,,,,,,way/1411684591
false,,,,,NM,,36.4226238,-105.298008,,,,,,,way/1426370574
false,,,,,NM,,31.8543679,-103.0929132,,,,,,,way/1447730799
false,,,,,NM,,31.8446138,-103.0859423,,,,,,,way/1458210021
false,,,,,NM,,31.8032514,-106.2865373,,,,,,,way/1486027693
false,,,,,NM,,31.8062155,-106.4540367,,,,,,,way/1496379533
false,,,,,NM,,31.8062153,-106.4541798,,,,,,,way/1496379534
false,,,,,NY,,43.8345737,-79.090818,,,,,,,node/380178411
false,,,,,NY,,44.044913,-79.477454,,,,,,,node/380273144
false,,,,,NY,,44.0084889,-79.4704974,,,,,,,node/380284438
false,,,,,NY,,43.7819714,-79.2344285,,no,no,,,,node/382873710
false,,,,,NY,,43.7937072,-79.2377076,,yes,no,,,,node/382893098
false,,,,,NY,,43.7585601,-79.3148975,,yes,no,,,,node/423019170
false,,,,,NY,,43.6970766,-79.2752859,,no,only,,,24/7,node/438069796
false,,,,,NY,,44.9017323,-76.2518624,,,,,,,node/443149500
false,,,,,NY,,43.7605239,-79.2261926,,yes,no,,,,node/501680634
false,,,,,NY,,43.7436481,-79.4057819,,,,,,,node/540373293
false,,,,,NY,,43.7329605,-79.4327161,,yes,no,,,24/7,node/561040798
false,,,,,NY,,43.7550359,-79.4389225,,,,,,,node/609290571
false,,,,,NY,,43.7700516,-79.3703935,,,,,,,node/764690278
false,,,,,NY,,44.3247444,-78.3361555,,,,,,,node/1344092411
false,,,,,NY,,44.3270762,-78.3400071,,,,,,,node/1344092427
false,,,,,NY,,43.801844,-79.296083,,,,,,,node/1459291122
false,,,,,NY,,44.1797417,-77.3764244,,,,,,,node/1566461884
false,,,,,NY,,43.6224018,-79.6038186,,,,,,,node/1597547100
false,Bubble Boy Car Wash,,,,NY,,43.031649,-78.6957239,,,,,,,node/1626379337
false,,,,,NY,,42.3615814,-73.8333645,,,,,,,node/1736576190
false,,,,,NY,,43.9563748,-78.9437361,,yes,yes,,,,node/1829337016
false,,,1081 Rutherford Road,Thornhill,NY,,43.8448319,-79.4690921,,yes,no,,,Mo-Sa 07:00-21:00; Su 09:00-21:00,node/1832707706
false,,,,,NY,,44.0726696,-79.483575,,yes,no,,,,node/1868079284
false,,,,,NY,,43.6048354,-79.5873712,,,,,,,node/1883210221
false,,,,,NY,,43.8884693,-78.9021727,,yes,,,,,node/1910802829
false,,,,,NY,,43.6569028,-79.6950394,,,,,,,node/2021102314
false,,,,,NY,,43.6069275,-79.5210159,,,,,,,node/2041359872
false,,,,,NY,,43.6176147,-79.6899711,,,,,,,node/2084764280
false,,,,,NY,,44.4341817,-79.1514141,,,,,,,node/2133950458
false,,,,,NY,,43.5265514,-79.6527756,,,,,,,node/2181858157
false,,,,,NY,,43.6793294,-79.6686326,,,,,,,node/2274028767
false,,,,,NY,,44.2964021,-73.9987806,,,,,,,node/2419957010
false,Lansing Car Wash,,1901 East Shore Drive,Lansing,NY,14882,42.5278091,-76.500142,,,,,,,node/2439931894
false,,,,,NY,,43.7826689,-79.4864207,,,,,,,node/2505462353
false,,,,,NY,,43.6619916,-79.3288882,,,,,,,node/2626686724
false,,,,,NY,,44.3139267,-79.5544045,,,,,,,node/2740717016
false,,,,,NY,,42.4060816,-74.6207159,,,,,,,node/2824700012
false,,,,,NY,,43.1511961,-77.5702871,,,,,,,node/2897984511
false,Northern Pride Car Wash,,,,NY,,44.69764,-73.4798007,,,,,,,node/2919669604
false,,Mobil,,,NY,,43.0170568,-76.1840897,,,,,,,node/3144932750
false,,,,,NY,,43.7077987,-79.6391703,,,,,,,node/3434667722
false,,,,,NY,,44.0459455,-79.4773708,,,,,,,node/3440964208
false,,,,,NY,,43.9333948,-79.5083959,,yes,,,,,node/3489998368
false,,,,,NY,,43.1649387,-77.6675222,,,,,,,node/3609383337
false,,,,,NY,,44.57743,-73.5254156,,,,,,,node/3671051732
false,,,,,NY,,44.049535,-79.4209381,,,,,,,node/3750036340
true,Denny's Touchfree Car Wash Full Service,,3436 Mavis Road,Mississauga,NY,L5C 1T8,43.5739895,-79.6450459,,,no,,https://www.dennyscarwash.com/,,node/3754727511
false,,,,,NY,,42.5419228,-76.6636395,,,,,,,node/3760138593
false,,,,,NY,,43.7915314,-79.2478999,,no,only,,,,node/3767284908
false,,,,,NY,,43.9979259,-79.5968237,,,,,,,node/3820934321
false,,,,,NY,,43.8462384,-79.0072721,,,,,,,node/3833671285
false,,,,,NY,,44.3517298,-78.3005387,,,,,,,node/3918941085
false,,,,,NY,,44.2674683,-79.0650104,,,,,,,node/3921002078
false,,,,,NY,,43.8891026,-78.9464463,,,,,,,node/3928949084
false,,,,,NY,,42.1547496,-77.0789741,,,,,,,node/4030751792
false,,,,,NY,,43.7941972,-79.2396763,,yes,no,,,,node/4111913318
false,,,,,NY,,42.9701394,-73.7923822,,,,,,,node/4144579560
false,,,10 Jarvis Street,Toronto,NY,M5E 1Z2,43.6450334,-79.3698493,,,,+1-416-203-9274,,,node/4242086644
false,,,,,NY,,43.7749075,-79.5307708,,,,,,,node/4328112511
false,,,,,NY,,44.6160859,-75.6838975,,,,,,,node/4353542788
false,,,,,NY,,42.9965973,-76.1126694,,,,,,,node/4355042302
false,,,,,NY,,42.6824794,-75.5001008,,,,,,,node/4374467327
false,,,,,NY,,42.3127733,-75.3894171,,,,,,,node/5298473645
false,,,,,NY,,42.3352964,-77.3016864,,,,,,,node/5333716228
false,,,,,NY,,43.6938713,-79.2738917,,,,,,,node/5361760990
false,,,21757,,NY,,43.982126,-75.9655858,,,,,,,node/5892047891
false,,,,,NY,,43.7783083,-74.2641182,,,,,,,node/6026262678
false,Royal Car Wash,,1365 East Ridge Road,Rochester,NY,14621,43.1979903,-77.5810456,,,,+1 585-271-1111,https://www.theroyalwash.com/,,node/6112179183
false,,,,,NY,,43.738203,-79.5400965,,,,,,,node/6348433224
false,,,,,NY,,43.7274667,-79.4792386,,,,,,,node/6543870340
false,,,,,NY,,43.7205545,-79.4570794,,,,,,,node/6548273298
false,,,,,NY,,43.703526,-79.4517099,,,,,,,node/6549499064
false,,,,,NY,,43.8948178,-78.8743656,,yes,no,,,,node/6699536833
false,,,,,NY,,41.8494905,-79.3172841,,,,,,,node/6744284300
false,,,,,NY,,43.6124051,-79.5426933,,,,,,,node/7518695470
false,,,,,NY,,43.7454113,-79.2977338,,,,,,,node/7751651485
false,,,Mary Street,,NY,,44.4779325,-77.3107476,,,,,,,node/7846569485
false,,,,,NY,,44.3062215,-78.3228797,,,,,,,node/7853911225
false,,,,,NY,,44.2905042,-78.3118102,,,,,,,node/7926562276
false,,,12 Garland Lane,Greenville,NY,12083,42.4263753,-74.0183425,,,,,,,node/8401142073
false,Spritz Car Wash,,160 Saratoga Road,Schenectady,NY,12302,42.8620145,-73.9325942,,yes,yes,+1-518-383-8126,https://www.spritzcarwash.com/locations,,node/8408485465
false,,,,,NY,,44.3845467,-77.9776822,,no,only,,,,node/8735944617
false,Squeaky Clean,,1081 State Route 222,Cortland,NY,13045,42.5986754,-76.2034941,,,,,,,node/8774880471
false,Squeaky Clean,,1087 State Route 222,Cortland,NY,13045,42.5987612,-76.2032172,,,,,,,node/8774885654
false,Precision Wash,,3670 Route 31,Liverpool,NY,13090,43.1805501,-76.2576022,,,,,,,node/8787550314
false,Caz Car Wash,,2567 Route 20,Cazenovia,NY,13035,42.921582,-75.8254982,,,,,https://www.cazcarwash.com,,node/8805041208
false,,,37 West William Street,Corning,NY,14830,42.1502751,-77.0628618,,,,,,,node/9117023692
false,,,,,NY,,43.080008,-75.3171431,,yes,no,,,,node/9124982908
false,,,,,NY,,44.2492781,-76.55573,,,,,,,node/9755639902
false,AllTheDetails Professional Auto Detailing,,,,NY,,44.2208216,-76.5227986,,,,+1 613-583-1494,,,node/9867094462
false,,,,,NY,,42.5160881,-75.5226877,,,,,,,node/10830880313
false,,,,,NY,,41.8430759,-79.1425413,,,,,,,node/11006272221
false,,,,,NY,,42.5705163,-76.2187632,,,,,,,node/11120073885
false,,,,,NY,,42.7645433,-74.1188891,,,,,,,node/11202916761
false,,,,,NY,,42.9379086,-73.6581115,,,,,,,node/11805022235
true,Super Wash Touchfree,,,,NY,,44.1896398,-77.3850195,,yes,no,,,,node/12247113641
false,,,,,NY,,42.8963416,-73.5862672,,,yes,,,,node/12289004632
false,,,,,NY,,43.0562542,-79.0516873,,,,,,,node/12308478240
false,Speedy Wash,Speedway,,,NY,,42.8564449,-77.0143671,,,,,,,node/12478487980
false,Speedy Wash,Speedway,,,NY,,42.9033544,-76.8574139,,,,,,,node/12478567350
false,Kiss Carwash,,,,NY,,44.0361562,-79.4729629,,,,,,,node/12544215186
false,Dr. Huggs Car Wash,,6283 Transit Road,,NY,14043,42.926476,-78.6960756,,,,+1-716-773-7839,http://www.drhuggs.com/,24/7,node/12660960802
false,,,,,NY,,43.1101371,-74.2674135,,,,,,,node/12731507730
false,ProFinish Auto Detail,,,,NY,,43.9310412,-78.879208,,,,,,,node/12731816490
false,,,,,NY,,43.1328833,-79.2238878,,,,,,,node/12804352236
false,,,,,NY,,42.2141855,-73.8818412,,,,,,,node/12988117726
false,,,,,NY,,43.6847039,-79.3165734,,,,,,,node/12995864482
false,,,,,NY,,43.6542644,-79.364236,,,,,,,node/13040383437
true,Ultra Care Laserwash,,127 North Main Street,Horseheads,NY,14845,42.1683516,-76.8221733,,,,,,,node/13171255501
false,,,290 Main Street,,NY,,42.359679,-76.5997946,,,,,,,node/13360489501
false,Shell,Shell,3255 Dundas Street West,,NY,L5L 5V7,43.5176552,-79.6882968,,yes,,,https://find.shell.com/ca/fuel/10053313-dundas-st-w-ridgeway-dr/en_CA,,way/32993186
false,,,,,NY,,43.7338793,-79.7079136,,,,,,,way/34413845
false,,,,,NY,,43.7257631,-79.3145545,,,,,,,way/56200773
false,,,,,NY,,43.7839984,-79.5692714,,,,,,,way/56238413
false,Eddystone Car Wash,,2800 Jane Street,North York,NY,,43.748744,-79.5159881,,,,,,,way/56426523
false,,,,Markham,NY,,43.820122,-79.3263485,,yes,no,,,,way/56996049
false,Shell,Shell,,,NY,,43.8618306,-79.3877774,,,,,,,way/58326466
false,,,,,NY,,43.6078924,-79.5843933,,,,,,,way/58562320
false,,,,Toronto,NY,,43.801781,-79.198509,,yes,no,,,,way/58865789
false,,,,Toronto,NY,,43.818264,-79.303655,,,,,,,way/58924905
false,Super Wash,,,,NY,,43.1764809,-79.2092388,,,,,,,way/59263605
false,,,,,NY,,43.7500737,-79.5492531,,,,,,,way/62359844
false,Hoffman's Car Wash,,753 Loudon Road,Latham,NY,12110,42.7439727,-73.7610239,,,,,,,way/64349499
false,SuperWash,,,,NY,,43.8407622,-79.0359799,,,,,,,way/66904534
false,SuperWash,,,,NY,,43.7935954,-79.4453647,,,,,,,way/67575703
false,Petro-Canada Wash,,,,NY,,43.6361662,-79.4752313,,yes,no,,,,way/67735263
false,Shell,Shell,,,NY,,43.6246188,-79.7121927,,yes,,,,,way/75633210
false,,,,,NY,,43.7166232,-79.6279933,,,,,,,way/76025355
false,Colonial Car Wash,,,,NY,,43.7326617,-79.2690357,,,,,,,way/82858724
false,Car Care Auto Wash,,5 Troy Road,East Greenbush,NY,12061,42.5999471,-73.7097142,,,,,,,way/88462998
false,Royal Car Wash,,34 North Winton Road,Rochester,NY,14610,43.1460658,-77.5544938,,,no,,,,way/107690594
false,Classic Coin Car Wash,,,,NY,,43.6513036,-79.4399534,,no,only,,,24/7,way/108536785
true,Simoniz Touchless Wash,,,,NY,,44.333275,-79.6923554,,yes,yes,,,,way/110105588
false,,,,,NY,,43.7097278,-79.3333922,,,,,,,way/111092553
false,,,,,NY,,43.8143515,-79.3496865,,yes,no,,,,way/121782504
false,,,,Markham,NY,,43.8732175,-79.2602765,,,,,,,way/121967850
false,,,,,NY,,43.4505836,-79.759673,,,,,,,way/125357873
false,,,,,NY,,44.0888172,-79.1338044,,,,,,,way/130211724
false,Petro-Canada,Petro-Canada,,,NY,,43.753794,-79.3596347,,yes,no,,,,way/134493592
false,,,,,NY,,43.6642126,-79.658026,,,,,,,way/139202727
false,,,2706 Hamburg Street,Schenectady,NY,12303,42.7747247,-73.9355621,,,yes,,,,way/139934595
false,,,,,NY,,41.7902153,-76.4547628,,no,only,,,,way/140628615
false,,,116 North Main Street,Mechanicville,NY,12118,42.9061243,-73.6840752,,yes,yes,,,,way/142662113
false,,,,Toronto,NY,,43.6654183,-79.5010721,,,,,,24/7,way/143516696
false,Coin Car Wash,,,,NY,,43.8766062,-79.4161751,,no,yes,,,,way/144850218
true,Simoniz Touchless Wash,,,Toronto,NY,,43.7902884,-79.2594447,,yes,no,,,,way/154587973
false,,,500 Burdeck Street,Schenectady,NY,12306,42.8052714,-73.9910094,,,,,,,way/154695785
false,Esso,Esso,,Toronto,NY,,43.7350002,-79.3552354,,yes,no,,,Mo-Su 07:00-22:00,way/158290709
false,,,,,NY,,43.770153,-79.3701366,,,,,,,way/160391782
false,,,,,NY,,43.8673517,-79.3696548,,,,,,,way/161235844
false,,,,,NY,,43.8326394,-79.5222936,,,,,,,way/161271284
false,,,,,NY,,43.8479878,-79.0729226,,yes,no,,,,way/162319723
false,,,,,NY,,43.6903437,-79.5744836,,yes,no,,,,way/162809728
false,Petro-Canada,Petro-Canada,2100 Burnhamthorpe Road West,,NY,L5L 3N1,43.5463054,-79.6820864,,yes,yes,,,24/7,way/163318848
false,Empire's Best Car Wash,,6913 Manlius Center Road,East Syracuse,NY,13057,43.0629732,-76.0394812,,yes,yes,,,24/7,way/163715846
false,,,,,NY,,43.942506,-79.4536146,,,,,,,way/165238733
false,,,,,NY,,43.0505812,-76.1466765,,,,,,,way/165473666
true,Simoniz Touchless Wash,,,,NY,,44.0594643,-79.4832095,,,,,,,way/169745727
false,,,,,NY,,44.0681503,-79.4850256,,,,,,,way/169777101
false,Shell Car Wash,Shell,,,NY,,43.8832543,-79.4678325,,,,,,,way/172305160
false,,,,,NY,,43.8452362,-79.552949,,,,,,,way/172666294
false,Circle K,Circle K,,,NY,,43.8502594,-79.5374514,,,,,,,way/172666712
false,,,,,NY,,43.8796483,-78.8558127,,,,,,,way/178814425
false,Circle K,Circle K,,,NY,,43.7921537,-79.6252377,,,,,,,way/179561736
false,,,,,NY,,43.7937465,-79.330652,,yes,no,,,,way/182281840
false,,,,,NY,,43.726728,-79.2971795,,,,,,,way/182623079
false,,,,,NY,,44.9076623,-79.3684746,,,,,,,way/183801753
false,,,,,NY,,43.2205603,-79.7349894,,,,,,,way/184338817
false,Circle K,Circle K,,,NY,,43.4804295,-79.6585118,,,,,,,way/184508821
false,Circle K,Circle K,,,NY,,43.392483,-79.7535911,,,,,,,way/186410539
false,Glide AutoWash,,,,NY,,43.3924385,-79.7509476,,,,,,,way/186410633
false,,,,,NY,,43.767978,-79.7298275,,,,,,,way/186709246
false,Sparkle City Autowash,,,,NY,,43.0348626,-76.1887419,,,,,,,way/189469638
false,,,,,NY,,43.7056611,-79.4878662,,,,,,,way/190546431
false,Canadian Tire,,,,NY,,44.1871974,-77.3997361,,,,,,,way/191519436
false,Nanak Car Wash,,,,NY,,43.7351893,-79.6008753,,,,,,,way/194312702
false,Shell,Shell,,,NY,,44.083776,-79.4354207,,,,,,,way/194730195
false,,,,,NY,,43.7753465,-79.3482195,,,,,,,way/198403724
false,Petro-Canada,Petro-Canada,,,NY,,44.3567037,-79.6460153,,,,,,,way/198405468
false,Shell,Shell,,,NY,,44.3580363,-79.6490983,,,,,,,way/198405572
false,Circle K,Circle K,,,NY,,43.6911173,-79.2875996,,,,,,,way/202061088
false,Petro-Canada,Petro-Canada,,Kingston,NY,,44.2592221,-76.5594297,,,,,,,way/203681150
false,Kipling Coin Car Wash,,2010 Kipling Avenue,,NY,,43.7107699,-79.5669454,,,,,,,way/211733838
false,,,,,NY,,44.60398,-79.3727879,,,,,,,way/215082957
false,,,7050 Manlius Center Road,East Syracuse,NY,13057,43.0619538,-76.0334944,,,,,,,way/218779926
false,Super Wash,,,,NY,,43.7889598,-79.5462997,,,,,,,way/228914102
false,,,,Toronto,NY,,43.777117,-79.2310625,,,,,,,way/229094654
false,Dr. Huggs Car Wash,,2376 Sheridan Drive,Tonawanda,NY,14150,42.9811871,-78.8459026,,,,,,,way/229369628
false,,,1863 State Route 52,Liberty,NY,12754,41.7814448,-74.7145252,,,,,,,way/233332671
false,Esso,Esso,,,NY,,43.9091455,-79.2692531,,,,,,,way/235326450
false,,,,,NY,,44.1067866,-79.6007482,,,,,,,way/235865538
false,,,,,NY,,43.7926235,-79.3306115,,,,,,,way/235872915
false,,,,,NY,,43.9507282,-78.2793292,,,,,,,way/237884737
false,Circle K,Circle K,,,NY,,43.9392985,-78.848163,,,,,,,way/242230805
false,,,,,NY,,43.7690414,-79.5212248,,,,,,,way/245373891
false,Parkway Car Wash,,2250 Park Street,Syracuse,NY,13208,43.0764418,-76.172635,,,,,,24/7,way/249826760
false,,,,,NY,,43.2240869,-79.7001386,,,,,,,way/255444250
false,,,,,NY,,43.5245253,-79.6853852,,,,,,,way/262603467
false,,,370 Albany Avenue,Kingston,NY,12401,41.9392054,-74.0016825,,,,,,,way/263876135
true,Simoniz Touchless Car Wash (Canadian Tire),,,,NY,,43.8618,-79.711794,,,,,,,way/264850457
false,,,,,NY,,43.0709844,-77.6081469,,,,,,,way/264946308
false,,,,,NY,,43.8796829,-79.0256902,,,,,,,way/265146799
false,Esso,Esso,333 Davenport Road,,NY,,43.6748702,-79.4014697,,,,,,,way/267098271
false,,,,,NY,,43.8594297,-78.9511082,,,,,,,way/269564500
false,Shell,Shell,,,NY,,43.9382249,-79.4805947,,,,,,,way/271782833
false,,,1500 Major MacKenzie Drive West,Maple,NY,L6A 0A9,43.8616021,-79.4888926,,yes,,,,,way/271838523
false,Esso,Esso,,,NY,,43.8276726,-79.5522329,,yes,no,,,,way/272180649
false,Coin Car Wash,,,,NY,,44.0621133,-79.4442452,,,yes,,,24/7,way/273480820
false,Esso,Esso,1030 Centre Street,Thornhill,NY,L4J 3M8,43.809648,-79.4592335,,yes,,,,,way/275338067
false,,,,Markham,NY,,43.8519555,-79.2532855,,,,,,,way/276149011
false,Circle K,Circle K,,,NY,,43.9016735,-79.3782365,,,,,,,way/276278208
false,,,,,NY,,43.8533511,-79.0084863,,,,,,,way/277066317
false,GlideWash,,,,NY,,43.7905395,-79.6267282,,,,,,,way/278040402
false,Self Serve Car Wash/Pet Wash,,,,NY,,43.5784778,-79.7142199,,no,only,,,,way/278422180
false,,,,,NY,,43.8970131,-78.6897233,,yes,no,,,,way/285262834
false,Esso,Esso,,,NY,,43.2371348,-79.7595848,,,,,,,way/286996412
false,,,,,NY,,43.808641,-79.5508771,,,,,,,way/291397116
false,,,,,NY,,44.1052643,-77.5672066,,,,,,,way/292082424
false,Coin Carwash,,,,NY,,43.8762605,-78.9551785,,,,,,,way/292983699
false,,,3044 East Henrietta Road,Henrietta,NY,14467,43.0600668,-77.6112064,,yes,,,,,way/293045859
false,Speedy Wash,Speedway,6468 Lake Avenue,Williamson,NY,14589,43.2339705,-77.1864664,,yes,yes,,,,way/293854863
false,Esso,Esso,,,NY,,43.922792,-78.9276287,,,,,,,way/295040026
false,Shell,Shell,,,NY,,43.7145152,-79.4554516,,,,,,,way/296899813
false,Esso,Esso,,,NY,,44.3362244,-79.6774626,,yes,no,,,,way/297822182
false,,,,,NY,,44.331146,-79.6994746,,,,,,,way/297826362
false,,,,,NY,,44.3304223,-79.7042935,,,,,,,way/297826363
false,,Mobil,,,NY,,41.7007119,-73.966873,,,,,,,way/304980982
false,Mega City Car Wash,,,,NY,,43.7522431,-79.5453567,,,,,,,way/305362453
false,Circle K,Circle K,,,NY,,43.752649,-79.5430484,,,,,,,way/305362751
false,Keystone Car Wash],,,,NY,,41.9772811,-76.5247191,,,,,,,way/307763324
false,Skylight Carwash,,,,NY,,43.9756567,-78.1733814,,,yes,,,,way/308731953
false,,,,,NY,,43.7081891,-79.6385235,,,,,,,way/311056855
false,,,,,NY,,44.2555673,-76.9580198,,,,,,,way/317135662
false,24 Hr Coin Wash,,,,NY,,43.7227748,-79.718,,,,+1 6474540509,,24/7,way/317466866
false,,,,,NY,,43.7154513,-79.6272981,,,,,,,way/318151601
false,Scott'sville Auto Spa,,3820 Scottsville Road,Scottsville,NY,14546,43.0318268,-77.7404265,,,,,,,way/319802084
false,Coin Op Car Wash,,,Toronto,NY,,43.7342075,-79.247478,,no,,,,,way/320609877
false,The Original Six Carwash,,411 Kipling Avenue,,NY,,43.6031442,-79.5186531,,,,,,,way/322563009
false,Scrub Co Car Wash,,89 North Court,Port Ewen,NY,12466,41.9124696,-73.978444,,,,,,,way/322597635
false,,,80 Woodruff Street,Saranac Lake,NY,12983,44.3292632,-74.1279527,,,,,,,way/324872194
true,Touchless wash,,,Toronto,NY,,43.8349965,-79.2565432,,,,,,24/7,way/325312428
false,,,,,NY,,43.9193039,-78.5837307,,no,only,,,,way/328899743
false,Petro-Canada,Petro-Canada,,,NY,,43.747511,-79.7476135,,,,,,,way/331164908
false,Mobil,Mobil,,,NY,,42.6772909,-73.8245663,,yes,no,,,"PH,Mo-Su 00:00-24:00",way/332585033
false,Mavis Car Wash,,715 Dundas Street West,Mississauga,NY,L5C 3B6,43.5652782,-79.6345676,,,,,,24/7,way/333203407
false,Premier Car Wash,,,Uxbridge,NY,,44.11423,-79.1231725,,,,,,,way/351464561
false,,,,,NY,,43.9068029,-78.8070585,,,,,,,way/366974155
false,Delta Sonic Car Wash,Delta Sonic,,,NY,,43.0894864,-78.973196,,,,,https://deltasoniccarwash.com/location/niagara-falls-ny/,,way/368218217
false,Eastside Car Wash,,400 Broad Street,Utica,NY,13501,43.10232,-75.2232417,,,,,,,way/370225505
false,,,,,NY,,43.77539,-79.2319805,,,,,,,way/370438818
false,,,,,NY,,43.5606511,-79.7347059,,,,,,,way/372293386
false,,,4172 Lakeville Road,Geneseo,NY,14454,42.7953105,-77.793336,,,,,,,way/377472486
