confidence,score,name,address,lat,lng,rating,reviews,phone,place_id,queriesMatched,firstFoundMetro,thumbnail
low,615,Delta Sonic Car Wash,"3439 Erie Blvd E, Syracuse, NY 13214",43.0460668,-76.0683006,4.1,615,(315) 251-0605,ChIJ2RfJBtyM2YkRG7s4kEbqji8,touchless car wash,syracuse,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH75nS3SL6Zzv5InmVxRm40OsEjBHV3b86kELPfaG-4kUe9trBNxeW8Cf92gOA9GH3lpc1ZjNsjMwEpvnMPJ1sI9sqWHaCbFHpcB4FP0blmkVioV8ikPzotLHmkv-WAIoVhLoAu4w=w147-h92-k-no
low,609,Allston Car Wash,"434 Cambridge St, Allston, MA 02134",42.3544196,-71.13477879999999,4.2,609,(617) 254-3200,ChIJxVVSt89544kRZq990wSOCjw,touchless car wash|laser car wash,boston,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHA3WH5nNGsvW7TX6j6GwA_9YJXSlgQan4123TviZXyCjKlG_Cix4_qjalfj0Ls9o8duAZAvTjI1COW8RFWhQTOxpsp29h3tTCDvfmLKMx9xv40gEnO5CtBE1A8VNSTBoEV5RB_=w122-h92-k-no
high,608,Arundel Mills Auto Spa Express,"7682 Arundel Mills Blvd, Hanover, MD 21076",39.153284899999996,-76.728847,4.3,243,(443) 620-5161,ChIJNYDcqezjt4kRIaZIgks1100,touchless car wash,baltimore,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE3HxYjk0j6Q8uGGP4goDQo66ITphrGKb1Ua63p6TNn67vLLPAhUsGVPgRUG_9VVKPTvwCItidPw-e-XVypfE0IOpvM71nZDeKTmJjrQlP0OhlMrVz5Ly2lAEOcHX0vHVa2tsfvGQ=w122-h92-k-no
medium,608,SPA Car Wash,"5651 Baltimore National Pike, Catonsville, MD 21228",39.2879578,-76.7298079,3.7,468,(410) 788-6444,ChIJrc68HEzpcEARO2hylPggRzQ,laser car wash,baltimore,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFYUkDlTCyM9cRU20NLgLy0cJoAK77gdNNZf6FYLhHUVXE4HvYDbA2FK5zmDRCH2Z80x0JDe2BYjydFPhaqhtORMUA9Ca9CvST2UGMF33ACz4yojAYYAs38WPPhO7iXQrgFemvq=w80-h142-k-no
low,607,Swift Shine Car Wash,"8609 E 63rd St, Kansas City, MO 64133",39.0091075,-94.48558919999999,4,607,(888) 621-4311,ChIJV-ZGj3PkwIcRbwCoLD2BE0c,touchless car wash|brushless car wash,kansas-city,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGpoRSBgMiTVqlXXAwjojFlUqWx1ZSPDEmIihTEnbHR0LijQidzILUSmjR-4WNMLimFZKSvvj7PuIBzqd2xkimrH0se3Q6UhFfRV4uxGwbFZfh-Q669BXS1s0Vf5KgsaYU7axCgfQ=w91-h92-k-no
low,604,Brown Bear Car Wash,"1226 S Pines Rd, Spokane Valley, WA 99206",47.6453442,-117.2404134,4.1,604,(206) 297-5442,ChIJuc_E2FggnlQRZeb59aBXgm8,touchless car wash|laser car wash|brushless car wash,spokane,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHwVUI18uOKNm8RQW8JXgt4ZH2xbEvYystLi9kzeivsHv7FclstuxHEk6P3rjLPQS4HiFH9WkA_T7Fm24B183uwF9nSVKXktg4pAPvfoPlwR3pFh0rjbqfalFQGPe903hZdRa7M=w122-h92-k-no
low,600,Delta Sonic Car Wash,"718 E Main St, Rochester, NY 14605",43.1605272,-77.5932655,4.5,500,(585) 232-4418,ChIJvU6i-KS11okRZmC65QNGrwA,brushless car wash,rochester,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGlKjrJQbGqMQmpBI4Y7n9F7gkuWajx7yKbSl-ZQUa-5vYUods-HsHJcln4Ly5HvN4wR-qGaH1sLwoppROzOCpIJUlqAFofjqfSVoE35jVIULXnw8NySf_kzelpxnrM8F5TSnPV=w122-h92-k-no
low,599,Melrose Car Wash,"5080 Melrose Ave, Los Angeles, CA 90038",34.0833337,-118.3108524,4.3,599,,ChIJAVa33q-4woARg7xXAWOItXI,touchless car wash|brushless car wash,los-angeles,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEl0qnuwyFdkTzJMiSoAcabhHMx1cCOlJXM3-2SwzqeaHwjcBTFgTJ0zkXcxNHqnf1wC3mxxlrIluz9d0wVXgBJD9CxL8NSbMwvZp5SV_JbvfJU6xAwo8yEQzIV8PAmC5YOmHbG=w122-h92-k-no
high,598,Executive Laser Wash,"1825 SW Oralabor Rd, Ankeny, IA 50021",41.703861599999996,-93.6255566,3.9,239,,ChIJT3rVTiub7ocRfmxylFE97_k,laser car wash|brushless car wash,des-moines,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEtixWS1FohbzHa3bpq4TAa2htH6tvngYBEMHMeeWUMOSa0HEoTIzy2C7ZdUufviLSzNde-isHRGQVlUiEH1xFDiyMr8Oh0cth61WW2Wui14B9WsXbjbq1ftkQQFk_xyDy7Pi8lLw=w80-h106-k-no
low,593,Vegas Suds Carwash,"3810 N Jones Blvd, Las Vegas, NV 89108",36.228292499999995,-115.2252927,4.5,494,(702) 641-0970,ChIJtb4z_WXqyIARL13eGTaCN_c,touchless car wash|laser car wash|brushless car wash,las-vegas,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEAV2GQRQRxm7u4VFAxPGNS9Z_15kyPV_J65UaUsmLydr8UJHJXlNs6puXc969TUWFwwBDZlAV0tU9XL38-ORE-qHrp1ew1S66P8oMCZpGW0BCXRBySfL9EkJucWtKVF1tV5dG3=w122-h92-k-no
low,587,South Gate Car Wash,"8800 Long Beach Blvd, South Gate, CA 90280",33.956424999999996,-118.22037399999999,4.3,587,,ChIJYf9sLVrJwoARwBlwoCOmk7A,laser car wash,los-angeles,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF4qrQujIWFBTx3_CVZeX3ZpwXWvuw77cBbbikPa9OyyduhhFDCddfPvJkLcFT25ulpfT64ZWRoC7QMZ7P1hqBclf8BFX1XtLtVQX4twHPisrOycti90gPgCgTB65kx1lBwMjs=w122-h92-k-no
low,585,Mega Wash,"1634 W Gardner Ave, Spokane, WA 99201",47.6676364,-117.436122,4.2,585,(509) 241-3821,ChIJVY6upVAYnlQRkOeytfLtljo,touchless car wash|laser car wash|brushless car wash,spokane,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGIicfCgmYpA4hJMWkLjTu8RcijYRYd7xdjsQSXOtSWOWzBL9mbh1IrSG9bEzZy8dgna29j03tV0qUloSq8mXAyQw5OrPX4JKJDNhrGEQ-Pdu4cSPNmLuzBMwJQfSUnb9MKL0Bt=w80-h106-k-no
high,583,Caribbean Auto Spa,"2714 Emerson Dr, Elkhart, IN 46514",41.722134499999996,-85.9806703,4.3,233,(574) 312-3670,ChIJEbyjkfrcFogRK8iWPnjokdo,touchless car wash|brushless car wash|laser car wash,south-bend,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHXr7yDMoujpC9zPSbEiHegXiSuNm5CuEZelyvInbGy0RK6vlH51iKqreml6uvboqo7wJik7dYdkHfGrMb70Oc86xEnMp2cpqDRYC9M_6oQ6Vh4YVbB5iG3qwHGXMJ1CekuO5iTBw=w137-h92-k-no
high,580,Fairview Laser Wash,"21050 Lorain Rd, Cleveland, OH 44126",41.4466505,-81.8534885,3.8,232,(440) 933-0925,ChIJz5VNIzrtMIgR9sQbjk1rtYY,touchless car wash|laser car wash|brushless car wash,cleveland,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE74ng-DhOsP9ZKy2itbLHqwTHh0P4ll409vFlxRHcQkJ1BaYkxKeyPFtxcZvO2pQYeQf35fqnqWzvv28cMB3sxOsxs7U1Eikjft1ppK37lUhwLgk-hT1GJFtr_12d49vEMMfQx8A=w122-h92-k-no
low,576,Super Clean Car Wash,"7017 Bay Pkwy, Brooklyn, NY 11204",40.6104701,-73.9842458,3.2,576,(718) 234-1606,ChIJgTralR1FwokRqI62oQcpu7c,brushless car wash,new-york-city,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEUN40clesoHzKeq5pGedZFoVZF09c_oGsWR6t5cZTMpkY8dWoTKRhIoDmSTGps4QdrRZ2zUS7bE8udFyudUvKlOyejqxHVIZRqp5yAypuhtueOTHRSvQwNjv9jFIQ_mteKtlE9=w122-h92-k-no
low,573,OTTO Car Wash,"6545 Troost Ave, Kansas City, MO 64131",39.0086161,-94.5743317,4.3,573,(816) 219-1792,ChIJZcGjJG_vwIcRJ4XwrbloEEM,touchless car wash|laser car wash|brushless car wash,kansas-city,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFt8CLTHfad8CgdVlpMXXzVF8FCEfzRYxcQfKLdAeBInbKcozg9Ak3ML0sxaGFfWwuP5YfT5ujGVihEdqxTbNO2d6wI8TwwjovIyUzicH2lCmtYTJEv_gX7WBelBco4RRZb79yewA=w91-h92-k-no
low,566,Neponset Circle Car Wash,"815 Gallivan Blvd, Dorchester, MA 02122",42.2852518,-71.0425905,4.3,566,(617) 288-1581,ChIJZYw0J3F744kRwZIzg77PVmA,touchless car wash|brushless car wash,boston,https://lh3.googleusercontent.com/gps-cs-s/APNQkAExuMtWnxQPbEGlJP2Wv3pcYE5YfIlw2LNbiUHdzfdcz8lFx9Qg4giIQe3TXl3VM40pgsazQ85q3vdty4BggnBDje96-PQAYipK-0Cys1WSU6g41IOxhzzid_KbV9ibAaWvwaOfhQ=w122-h92-k-no
low,562,Westside Carwash Inc,"3570 W 11th Ave # A, Eugene, OR 97402",44.0476355,-123.1458354,4.3,562,(541) 344-5872,ChIJx9GxFZ0ewVQRW_tQ8H40JIg,touchless car wash|laser car wash|brushless car wash,eugene,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHJJ7pNWjdyGgXHjltDSwxPZppU2H7hvGvErVxfGWbHzYjgTsqGnsXPBebSjgA7ZuZpAELYv65pFQMucUZSePYddV2Q7H5qWRzwwqlB9TYzYAUgtMCmvRgPw2TgDJ1CqTiniP4cCw=w122-h92-k-no
low,559,Body Beautiful Carwash - Pacific Hwy,"2045 Pacific Hwy, San Diego, CA 92101",32.725305999999996,-117.171537,3.8,559,(619) 544-7070,ChIJt9EQ47JU2YARf96i6vVIo0I,touchless car wash|brushless car wash,san-diego,https://lh3.googleusercontent.com/gps-cs-s/APNQkAED1exZy5M9_8SKyrlnGpAMNCgv5Xv-pvi_HtDRc1cPHAna5mAwqEwvKzOIQ0j8s6-bakP8OQBXKdcO9Cx12pakAsCajlzs0JdKyn32DobzAjN6c7HNrNDhscg_GPD-yKk5sXiX=w163-h92-k-no
low,556,Bad Buds Car Wash,"6777 N Cedar Ave, Fresno, CA 93710, United States",36.8368882,-119.7546843,4.1,556,+1 559-438-8970,ChIJ6xVs0TFdlIARSFFo8buU0nc,touchless car wash,fresno,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG9UOcqXQdZY9HLgflY83v5HMsVmLRx94BsBAiKMwN1pwnVfVPS5kY_doyuczLP6Fz-w6ZBJsHiPKX-EX5AW4eojRoEaQjn3H8Wsqr7hN_XLkK259SXZD6otTmmktsyHOKU96HLUA=w122-h92-k-no
high,555,Shine On Auto Wash Touchless Automatic,"84 Highland Ave, East Providence, RI 02914",41.8054369,-71.3398229,4.5,185,(401) 541-5808,ChIJWTpkDchb5IkR_0mSG6VRxpk,touchless car wash|laser car wash|brushless car wash,providence,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHje3ClBfeXlTM8nnpIPix0CYJtXxXQNtJ4eXG7vNmFBX8i6GCV9IoxeG22xLtyxs-qpuYogEDOhdmJq_bTj4j0PJ2VmZ1V6jNVq7bdvC7aeC03rcdbNdkJDBuPWyb7e0Zk7V-7T2TK_IQ=w80-h106-k-no
low,551,Splash Car Wash of Green,"3405 S Arlington Rd, Akron, OH 44312",40.9785767,-81.492727,4,551,(330) 536-9274,ChIJu6zHjccqMYgRrpQ3n_WXeVc,touchless car wash|brushless car wash,akron,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFvLZ02NcsjuEhfnVv6SwlshicdO_XoQuwY9Xmn58LagWtf754Izd51nP0LvGuhVT1ZczzWwsym1mgR4xvsf4BeD2mgzgFvnAAfE4Klb9NmHMRiAi1wmETHTe9inPon-pcA5Zdu=w122-h92-k-no
low,550,Salt Lake Truck Wash & Detail,"1815 California Ave, Salt Lake City, UT 84104",40.7399354,-111.94198109999999,4.4,550,(801) 887-7665,ChIJZxdAUaL0UocR1loyX3dIwEA,laser car wash,salt-lake-city,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHMg62zt-g6xosHOt6ypo3w1dPa1Cccnyc0hT2jCJD3NrqcYBuZKcAGP67GkvRmlecK3DNgl8il-jC9-If9H7gNj-2o__8OcxXxewxrCskZQqMEKOhmeqtpJs5tfQbg2y9hc0o=w125-h92-k-no
low,548,Express Car Wash,"4550 W Addison St, Chicago, IL 60641",41.9465248,-87.7416164,4.3,548,(773) 777-5440,ChIJx52LG1LMD4gR58nkPQxMDN0,brushless car wash,chicago,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEgAKU6FVZ0SfpCfC9ItGa3MoDLjd3VATC09KSD_ag_7ciTrzQPl_sWNwUjaeVv2xcFg7CATpoNpfNZD-UaxIoNDrdqkSa8_5j4-gvivxoUaDyUHcqcq2dpsNrNBJIxWpYa5M27rA=w122-h92-k-no
low,542,Smart Car Wash,"193-11 Crocheron Ave, Flushing, NY 11358",40.7641212,-73.7888311,3.2,542,(718) 539-5231,ChIJ0dROOdRhwokRzXl34Qw8ycQ,brushless car wash,new-york-city,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFbk_IKzIXVSUcm_qBO-zmtvKJ1qWLQhG2fvtkEUhxNZ2EXUaLjV-s7a82HrCfMK8DIDyPAlyV6VH3O07i2SgNNsymQgj5TUZ7CElRp-zRFBCifcSv1_lvs4zL46nYTR1chPdq3=w122-h92-k-no
low,541,The Neighborhood Car Wash,"3233 S Kingshighway Blvd, St. Louis, MO 63139",38.6016137,-90.2704593,4.2,541,(314) 771-1075,ChIJY-JHla-12IcR6xbHZrGtgCQ,touchless car wash|laser car wash|brushless car wash,st-louis,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHEz06IAngrM58UVXLBQByur6ZvNgR42CSA9cmyDnR6FKqOa9psngHCMPoTCPPw-MTvRYDeD1Oy9ClGZztgDNm_y34ubIwBmXzmgAysmHiBFZ0C7IoR_b8K76ADGN6K4wzK4vxo=w122-h92-k-no
low,541,Elephant Car Wash,"121 E Van Buren St, Avondale, AZ 85323",33.4493898,-112.3483073,3.9,541,,ChIJWR1FtsU4K4cR4pY9H3XEzZw,brushless car wash,phoenix,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGSdaq7vq0TE0nJE56h9rciYogDnM_Qs7rLZmlZj2xQnc_Y1lXiBrPZ7jucQBjaywKexcQPMsPlb30FCWMVyEbs6CgwB7LOc8Pf0sc08CCFI27cqNaabfmDUzhfRYvr1RI8Ey04=w101-h92-k-no
low,540,Joe's Car Wash,"2223 Montrose Blvd, Houston, TX 77006",29.749402999999997,-95.391655,4.2,540,,ChIJuwimaKO_QIYRnq4VZy53R-c,touchless car wash|laser car wash|brushless car wash,houston,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHu3PsEZI8PubyJLUccJChGyqmfIKIWrGwkerA7FlY8QcIjlF7Y3nHQ3nAho2bl1foQyS0JppxMp7lXOpXVq3QPsWOinqfjE6KVGWS9F_abgA3IQQz3SqFhVEGhx5RD--ZQmo3LxklqSgM=w122-h92-k-no
low,538,Brentwood Auto Wash,"422 Wilson Pike Cir, Brentwood, TN 37027",36.022146,-86.788088,4.4,538,(615) 373-8780,ChIJ9VfF3xh7ZIgRzdf8brMOpTg,touchless car wash|laser car wash|brushless car wash,nashville,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF_8n9Lts87KV4iSR0-3NzK8IXmiWFCUVb4Avt2G6v3TI5DBzIVAINZ55VRGQhNO9joSenJcZqRs5gVGpp8uJiG9Ll58drV-GfhvoDM_HHkD8bdGbQzitEPgzCYuHM4updPDa1m=w122-h92-k-no
low,537,Magic Touch Car Wash,"2352 Marlton Pike, Cherry Hill Township, NJ 08002",39.926952799999995,-75.0518432,4,537,(856) 665-1172,ChIJwYRGAt3LxokR7hKZR0Sq5sk,touchless car wash|brushless car wash,philadelphia,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHCpxc28kzUC-AVbx_tnDlpNyPCCbNB7hjJ4K8yU_diHdHoGJufgXuqZqfV6oZeQC6Gs2ItqRUuO7NN7txHgxDnKVoqUz6H1pmVLAkGXR4d4MQ3etUnecRu02mgqGhlPsQqoPwPng=w80-h106-k-no
low,529,Brown Bear Car Wash,"5111 15th Ave NW, Seattle, WA 98107",47.6660931,-122.37650169999999,4.1,529,(206) 784-3030,ChIJvzOIH8gVkFQRT6pYPjegL3k,touchless car wash|brushless car wash,seattle,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGwL2YSvnL6iBHLf-Us381xq8Dy4ck1Kas3dxtAuHJnNvrYsNLcaeerE5rmIiLSYSpdgtlrNvXDDJCE-oYnNxjfirjlvSb1gmNt1ByrPfUMbWP43CMR1yfFtPjC0AHeqNhFufvA=w138-h92-k-no
low,526,Coastal Express Car Wash,"4217 FL-64, Bradenton, FL 34208",27.4992616,-82.51002989999999,4.7,438,(941) 251-1286,ChIJYeTPsbAXw4gRJkjcJMYalLs,laser car wash|brushless car wash,sarasota,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFYSv1xWHxkdiuBOfcKI2r1sJW5_KPKaOLvZ8WxkKr0nF8JvGD5GzGQw30hCMW47w6MIQdKVMkSQlE8Zy-DzDrM0pw9TnDPXTESNBEnxZ8NcO2dyaNobziVpvlKL0pLn0-H56zTSjI-jnQ4=w138-h92-k-no
low,525,The Car Wash Co.,"7320 University Ave NE, Fridley, MN 55432",45.101141,-93.2645,4.3,525,(612) 440-4424,ChIJzXn1j_cvs1IRl6eYMEQJM3M,touchless car wash|laser car wash|brushless car wash,minneapolis,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGci1cXVVOFOPwpJhUmhFWdqeiYXM_bAOuvgPsFUAX5hS2HS2mx3AeVaMSFUDT4ScRQC0OuWQ1f6eroOcIKPpzRv52senmU3L8cnGh1hi8ZDnuBvVrF9PY1ghkdg6FLH8xQLcPH=w80-h106-k-no
low,521,Car Wash - Coin Op,"955 S Alvarado St, Los Angeles, CA 90006",34.0520486,-118.2801068,3.9,521,,ChIJy_zcE5nHwoAR-juwtaX6kcQ,laser car wash,los-angeles,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHsEcr_8TMwu6xDmC9NHFRenLtcOLVd2ltOm_cqwblbpjA82p7OF-BQWQGjzvT010URtGSM-PyhHT_X1ZEWMF_yTRBujmOGLk5e32TCEdjXG_QmURwMXUX9dAbZspj_WcA0fydMEg=w122-h92-k-no
low,520,Car Wash Plaza Argonne,"2111 N Argonne Rd, Spokane Valley, WA 99212",47.6758928,-117.28336739999999,3.6,520,(509) 496-5439,ChIJVx3dpYcfnlQR58VJDGYWciU,touchless car wash|laser car wash|brushless car wash,spokane,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHU3vHbuUVWCFKEInhA9HErLE1fj-MUVZLMK6A9A_uBi8ZEPQTsWOkznI2s6S5gG4-wVnyvDou7SCCrGBjU6hYi2envx6OOGYbCRbsC3f_nj9WbZ2FqH5JldnZTEwQ3lSTYezDx=w92-h92-k-no
low,511,Glide Xpress Car Wash,"1470 N Germantown Pkwy, Cordova, TN 38016",35.1650639,-89.79312689999999,4.8,426,(855) 448-5155,ChIJ9WfBDo6df4gR5zeGmZA2LsM,touchless car wash,memphis,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE-BGWCEVnFH7f2b1XoriC2wAL8XGSc3LVJW2s6-i7-SVPz3xmz0Vj-PLb1ameZZ9G9Z3xDSlGL4AxJptkAc6RvnBK1wgDy12MXnCnikbBI-5PL3pC-fxDH7ekFrKsfzxbjoMifSw=w122-h92-k-no
low,506,Rocky Mountain Car Wash,"1209 San Mateo Blvd NE, Albuquerque, NM 87110",35.089905,-106.586649,4.2,506,,ChIJNU4TlyELIocRcFQQ28IRTm4,touchless car wash|laser car wash|brushless car wash,albuquerque,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG8CHnqL8DJ6pNYbRwwcy6QoQdn3UtVCJOlp8JAzWwIWaRmU5Z1cW9OurmFSEaNdRv-jUCg8mzSkboREIl-rFDbybg9LcoNLZGychhI5RMEXCskLFjlkShr-oog2I04MdXow1Ll=w80-h106-k-no
low,505,Green Clean Express Auto Wash,"820 S Military Hwy, Virginia Beach, VA 23464",36.8187129,-76.2130615,4.2,505,(757) 910-0475,ChIJ55PNf5C9uokRqUd-7D5sH1g,touchless car wash|laser car wash|brushless car wash,virginia-beach,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHUPv-hhcDWoWUFSuQxdleYfgbpIBljuKEU7G93EwRgaG-6DdNt93TVaTIfvOUvBF__C30EBeIgkMKhaEMqk42RmKtyPW8yrbq7FLpSe_rn3KBFWGwrLpAum3zS8V9ExuIOiO19-A=w124-h92-k-no
low,499,EZ Clean Express,"319 N Alamo Rd, Alamo, TX 78516",26.1874535,-98.1231169,4.7,416,(956) 720-4044,ChIJw5ulSul1ZYYRVyANDb_Gt04,laser car wash|brushless car wash,mcallen,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH_XxgjgGDJ5hsGe-cUVSRSB-lfepiYNTjEM_isABt3oSzSAJ_tk6C8Pw8V0udHGstImHzpeNdK1umJ6_6QikoytGP9F9ZGgq1g18WvFmZ0PB5E0UMi5EI1sajpVtd4HZhIcAel=w80-h106-k-no
low,497,C J Car Wash,"2907 Ritchie Rd, Forestville, MD 20747",38.8494447,-76.8720249,4,497,(301) 736-7619,ChIJ56BteF--t4kRYnguqnopyO8,touchless car wash|brushless car wash,washington-dc,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHnPbxKxB4PLU8v1tsY8boFt2kiTZK7u2O9RtSNTjpNaHH4ytW107cdlmykKBF1GAHPdwhPvroUAIkuSGVZpIjM3XWPaBgyY10U6ZVdgcK8Mkxn24MvGzYVcmKWT9nLYQlAzTm8V2mn_T4m=w80-h106-k-no
low,494,Freeway Car Wash,"2209 Pawtucket Ave, East Providence, RI 02914",41.814972499999996,-71.3579568,3.9,494,(401) 438-8263,ChIJX01qG-pa5IkRXlU7wlkzVQ4,touchless car wash|brushless car wash,providence,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE1edOm5uyM6v_lhVU2RjWWR6css1kjnXtK85Ex-hbj0-Jhmx39zW4BaO_UEIHCRP-iJfM1-Tb3N3sK8r13eVbVohRnDKP9cFlooQ1hgMJyswewS4aCKEGRT3PwlooE3Ct01jS6=w80-h106-k-no
low,485,Jilly's Car Wash - Glendale,"5100 N Port Washington Rd, Glendale, WI 53217",43.1093226,-87.916426,4,485,(414) 212-8818,ChIJzWtcKXQfBYgRRsEUdSUCBVM,touchless car wash|laser car wash|brushless car wash,milwaukee,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHx5GPWMJUwd8vO6CQhL3xg3QYKVuXeFfGXlxJ9yC7z6bQ_iRHjE2Ohk-9qkUcXOcEpS-qB7b3M8VSpRUFtWUkhnlr9DITTB61OEPHF02o53HYIDk-mgWQfcW1S8p_z9j8f-Xfo=w122-h92-k-no
low,484,Links Car Wash,"9200 Daniels Pkwy, Fort Myers, FL 33912",26.5464639,-81.8027694,3.6,484,(813) 897-0674,ChIJy5JJqccU24gRzfgvOOjVzKg,touchless car wash|brushless car wash,fort-myers,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE0G-Z9iOQvfkDDuOKOcX1C_tlghLHkt-8DcuVA9IXu5NE20lVuTk-ZNr8xdUbSOIoNcZ42Er5N2vThY9lIllvw4_AKSsciV4qFaomM04NjhKz-M1zO6D9IVxVyv_9DyGdgs60Gqw=w122-h92-k-no
high,483,Shine On Auto Wash Touchless Automatic,"1271 Warwick Ave, Warwick, RI 02888",41.741738999999995,-71.40822299999999,4.3,193,(401) 541-5808,ChIJzcmBm2pO5IkRVin5J005oNY,touchless car wash|laser car wash|brushless car wash,providence,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGTwNZVg8-bLzt-dJXm5rhsLso9ymEs9jmKVNv4TwB5rlFosxue8eI7AZWUf-YTZGzTJl6YpPl8K_UWu8AuSmFTGrTOfDr4rmFAROyuFaqrYto1on5XxmVgOpj1CcsCzqn6KwY=w80-h142-k-no
low,480,Forest Car Wash & Detail,"5415 Forest Ln, Dallas, TX 75244",32.909921,-96.815736,4,480,(972) 385-1533,ChIJYZKH3r0gTIYROFkrpwrZBKc,touchless car wash|laser car wash|brushless car wash,dallas-fort-worth,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGEPCBA6JIj0JFekwNDcu3qEK2zb9hsYxDodJ4lpLspf4cF8IDSVk3wAFfycnhuA_TBGGAWd_t_bcBVf5ftqSQ45OaRBX97udx850PXM7O7UKHamLA-QeX0HspmLsrGjI2BnJ-6=w80-h106-k-no
low,479,Top Wash,"7699 Hwy 65 NE, Fridley, MN 55432",45.1073107,-93.24288639999999,4.4,479,(763) 762-6910,ChIJAQBQZHwls1IRVld0euABTzk,touchless car wash|laser car wash|brushless car wash,minneapolis,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHLVi5LSnwPQdGbVbfQN-yB3VhEHk7kbbm48obC4tLeAWMYwsRz6ZA1LRNqKNlQssU8e1GOjlg6TdRX-iJ8zl2AKv1q8lASR6cg3i5OT21AQzQXob_TSKza1iilXWZMSga8fPex2A=w138-h92-k-no
low,476,Soapyshell Carwash - Glen Burnie,"100 Holsum Way, Glen Burnie, MD 21060",39.1890524,-76.61054949999999,4.3,476,(410) 760-3304,ChIJWTdJOGz9t4kRCtzOEVGIBhg,touchless car wash|laser car wash|brushless car wash,baltimore,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEKVBxcM8wXu8JwciVh7z_4-yrW69uVWSJOUD2hzOu3Fjv8wV8Bsl-ZjCYGbD9pDFJv6oTW6y-PgQ_1WEsF9HrZi_OsQUQawalQ4GrONpOMrWjz5p_89p3FRnqzYjKhyd6PdCU=w80-h106-k-no
low,471,Greenpoint Car Wash,"103 Engert Ave, Brooklyn, NY 11222",40.7220316,-73.9464507,3.5,471,(718) 782-5592,ChIJxSdmvk9ZwokRWRK8s6lrH7s,laser car wash,new-york-city,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH_JUrQvqXCFBTystfuVw6SjPPuNxj6H1mqmboCRgioAGZMMchPwPd8jLERpg6dwxFuXpNoobvDKvdZr0lK2M0NxYv92lMv6cXQFNNPS2DKnP6oWaNZqCm7XBErDDxnN7KxvgqV=w80-h106-k-no
high,468,Klean Ride Touchless and Self-Sevice Car Wash,"13654 Nacogdoches Rd, San Antonio, TX 78217",29.5654941,-98.3876327,4,187,(210) 549-6611,ChIJZXQALWWNXIYREe3ExBLNZto,touchless car wash,san-antonio,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFkvBh3ZHQRh8OVztb6CG2J76kq4rPiNR3nSWXst2cWG_Q5yc5qUaQcDuPnMQcmJZcdx9uwlfLDRUJVWz11kbWEMjs-OIpef7fpi9dETfB80Ey6AoM6q9dydbHvK3HtwgC0cEcrJA=w122-h92-k-no
