place_id,name,address,lat,lng,rating,reviews,phone,types,open_state,queriesMatched,metrosMatched,metrosMatchedCount,nameIsTouchless,firstFoundMetro,thumbnail
ChIJTW3CI1jK5YgR7ZtrYtcGX3k,LUV Car Wash,"9491 Baymeadows Rd, Jacksonville, FL 32256",30.222044699999998,-81.5613266,4.5,2610,(904) 227-4111,Car wash,Open · Closes 7 PM,touchless car wash|laser car wash|brushless car wash,jacksonville,1,false,jacksonville,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFFt3K36U5s1d72uk4n_jAigy3PDNLEJpcTNxhh_rIvFgjr7QJY6PhFfGK-E6-jCSoLdNS-pwxM2vcbYZteQBJxfOvQStlBq-9vEvb_PjBE1mEWt8bzbwx_TW19C6f2p74eFky34w=w102-h92-k-no
ChIJQzWOeZBtYogRISmi8nPd6Ig,Take 5 Car Wash,"7641 Crestwood Blvd, Birmingham, AL 35210",33.530181899999995,-86.7218836,4.3,2521,(205) 236-4654,Car wash,Open · Closes 8 PM,touchless car wash,birmingham,1,false,birmingham,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG7GWn9-oHZCJZt6-hrFesFYztMIZKTCWQN1rgQKASxyqepO_F9-IyPN4HYriof_QRwazkDraQHLe4ICs7B6NP3KksmxQLwB9s4btoXfBghw09X327QPmH2YB23UO_ktOUeVUFQ=w138-h92-k-no
ChIJv0wEgY8034cRqpaZo0CLy8c,Zips Car Wash,"9430 Page Ave, St. Louis, MO 63132",38.6869435,-90.3646545,4.4,2468,(314) 804-0317,Car wash,Open · Closes 7 PM,laser car wash,st-louis,1,false,st-louis,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGKKYzZi0qBNNofQiZaZcgXqiu2nX_FYUQor_qoddX817GnMShXAFefPZYU-NRwMuXj-Vs3FF0pYCghvN8rMrnfQmBQNlzLuLhr5bSF78Nf7rMl3CsESCPTKZeGfy0ZjnY95vVC=w122-h92-k-no
ChIJMy446H2hZYYR4rCTC-l7qH8,Quick Quack Car Wash,"1208 E Polk Ave, Pharr, TX 78577",26.2021318,-98.1662154,4.9,2467,(888) 772-2792,Car wash|Self service car wash,Open · Closes 9 PM,touchless car wash,mcallen,1,false,mcallen,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFjtba6U6dh8fU1IJ3bUNKGd1mb7cmZiiqXJS5ELh0PTwfUNXsh_dxxFg2NeYuqclGKXXhT-pb20EERvAOMkyKBESrPTch1iQRdWNkQQSucqUBylow9ExRTkl4NNIEWuqfK5hFt3K2OGyKZ=w163-h92-k-no
ChIJ172PzMOe-IgRk9noLfoU8Nw,Take 5 Car Wash,"3851 Lapalco Blvd, Harvey, LA 70058",29.8730697,-90.08656289999999,4.6,2421,(504) 386-3849,Car wash,Open · Closes 8 PM,touchless car wash,new-orleans,1,false,new-orleans,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEkIb39RtEMHB35EUDgZ6NP5TWyjfBNMOdbBPxOPPPCrsBmhO7rkUHSt-Hwzvj9ukoknOso-LoqXrCJxxreLByR0IZPKcHTTBxqK82jI5Czp27HA4b_TZFgd_17h2DP8Dk_eqP2=w138-h92-k-no
ChIJXVP0hO99LYgRWXVbfgnuCGg,ModWash,"4234 Buffalo Rd, Erie, PA 16510",42.1453858,-80.00614019999999,4.9,2409,(423) 485-0005,Car wash,Open · Closes 8 PM,touchless car wash|laser car wash|brushless car wash,erie,1,false,erie,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFkLr74B6D5pnlGzhHAKrGhB0pakQUFavt8ubGpnOcZlxfqADE58G23xDtKouy2kJJewPimBHzWoTFo8-4GeM-jFM5uVHf-0vkVl1u9X6CMtf8yGSEAaTpkQDEkGHQm5CqJtnCPdg=w80-h106-k-no
ChIJcx3hdVe9-IgRrpoKt33QnsU,Take 5 Car Wash,"250 Lapalco Blvd, Gretna, LA 70056",29.881513299999998,-90.02642929999999,4.6,2367,(504) 386-3494,Car wash,Open · Closes 8 PM,laser car wash,new-orleans,1,false,new-orleans,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEXbE42BMzi7eNfHQsZFPATe5efGWxexOe68ajfgu2kE0B_6CyoDYG-B_xtWoU3Pzt65BAv4DBLBlkoMSZyijVYLO6AfQL5xh1UPXngMx2_opvdfGcsqyTKBTgSrGV2EtOuGZ1i=w92-h92-k-no
ChIJU6OJjC5rq4kRz5rJrrB5hWE,Take 5 Car Wash,"1917 Skibo Rd, Fayetteville, NC 28314",35.0680961,-78.9659877,4.2,2348,(910) 400-1937,Car wash,Open · Closes 8 PM,touchless car wash|laser car wash|brushless car wash,fayetteville,1,false,fayetteville,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFa_LvO6CtG7ZK9ckW-1mJ6ZNZFDEGdsldpzULcs7Kn8YgIJ3biT_-xFKsoLLwsrVk2dwKhml-dhrCCU03fROuR9b_8pEg_L9j8-8NBXKguhCBFiNfzX6uFqkiVilIymYQlWTRF=w122-h92-k-no
ChIJV9AB6aajQIYR9kiQCtDO9yA,WhiteWater Express Car Wash,"13722 E Freeway Service Rd, Houston, TX 77015",29.768716899999998,-95.18013479999999,4.9,2249,(346) 803-3600,Car wash,Open · Closes 8 PM,touchless car wash|brushless car wash,houston,1,false,houston,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEUaGHuoAXcysK5NoDJoRDSMwpTvBou7T98EQLJAEAZ7Im0hVgUeN6ScnDaZFd3yL04JwgPJpF_gYA5VqECEYtcFkLIabGOI0okPuX761-Sn3VQpTOQzzaYiRlvfOcg8EwV8Owu=w179-h92-k-no
ChIJTyOFTyJ444kRCjFi293QiQI,Prestige Car Wash,"49 School St, Watertown, MA 02472",42.364326299999995,-71.1663502,4.5,2244,(781) 562-1622,Car wash|Car detailing service,Open · Closes 8 PM,touchless car wash|laser car wash|brushless car wash,boston,1,false,boston,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFlt6VyDPrpxrhne1Sr8l1WxC_JYDK4bjppFXKMoj3_hza2bW2yW85s6oaXo98FJ2AVgsedxAukyrzyIGkJR45dbl_AztU-Gkaaa8uROeRunJACHB18rn0b50F_SOWADI6ljdNh=w80-h106-k-no
ChIJozFF0I-42YgRpvumw_dHw_M,Busy Bee Car Wash,"8401 SW 40th St, Miami, FL 33155, United States",25.7334773,-80.3319369,4.6,2219,+1 786-933-9227,Car wash|Car detailing service|Self service car wash,Open · Closes 8 pm,touchless car wash,miami,1,false,miami,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGqWaeAuxN2ig4TkamD6z_uvxCAmZa81WHsvBrIgShyzby6XZyPz3LQ3kGtYSjPZ_eHN6mB_qXNcOF3UBnjAsNC-s9plx4JVvq_Bqq9godfw1BJYrjQl5shiDUN3yuTDVr8WxtdofeUUWt6=w138-h92-k-no
ChIJbdpUAeiDf4gRbnAk3S0-D5U,Take 5 Car Wash,"4349 Summer Ave, Memphis, TN 38122",35.1484071,-89.9155384,4.5,2215,(901) 641-0784,Car wash,Open · Closes 8 PM,touchless car wash|brushless car wash,memphis,1,false,memphis,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE7Jr6_6UWvId29zGJEUwU0CsLzjHgvR-Xw4sUkzHAsv7NohVjS8boB5VHSLhORnEMH-DL29oUb2rpt2vK_dBCBzl_JMdhbx94FQxOHw4kYrOi-Iu8yIeHt2ZNvxKCPLn6uVMC_=w138-h92-k-no
ChIJB94H1thB6oAR8k-frMtlGQM,The Home Depot,"4001 Ming Ave, Bakersfield, CA 93309",35.3382304,-119.048891,4.2,2214,(661) 837-4860,Home improvement store|Appliance store|Bathroom supply store|Flooring store|Garden center|Hardware store|Kitchen supply store|Lumber store|Paint store|Tool store,Open · Closes 10 PM,laser car wash,bakersfield,1,false,bakersfield,https://lh3.googleusercontent.com/gps-cs-s/APNQkAELkEmpUhqKmVGko2IUvy2UH4arCGLks1ozIP9-r7U5yiRAAaIb2EN4UMSrZl08yXp62cLDDQHwQza60WKaYwLshHmuIbINvDZw8sMhATip50u-t4iiBfcf6UQ7FNzmeafu39EO=w122-h92-k-no
ChIJUXhsCXaHa4cRaCxwM7wtV00,Gleam Car Wash & Detail Center,"4895 W 38th Ave, Denver, CO 80212",39.7697875,-105.04876639999999,4.3,2204,(720) 476-7705,Car wash|Car detailing service,Open · Closes 7 PM,brushless car wash,denver,1,false,denver,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE6vA_jjgUMhBxHZaMIsGu2F0cgwtzijzoHL0B47csUedzc-jN2OLiuZSqeYg4hsRP74wboU4r6Nz6B4InAcToq6hF-W0VKQTvLeLjQc348Z5STeTm3SZSMk-2UaRvNgez1AJA=w89-h92-k-no
ChIJUXyMTyVUrlQRuha_5m12yJc,Rocket Express Car Wash,"12345 W Fairview Ave, Boise, ID 83713",43.619194799999995,-116.33545319999999,4.5,2189,(208) 826-0812,Car wash,Open · Closes 9 PM,touchless car wash|laser car wash|brushless car wash,boise,1,false,boise,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE9DUX88IDo20p-6f0NS0QTTadEPg6HhZO-Xt93XNuPJutiPa9qzL2AyCYvvdKk3WdJPCqIBZxRFjYJad83I2RQpSVrHl7coNemuf0hx3hmbHHQjJxzOAwWv2OwqjoT8pIRJFk6cJxbIs8P=w80-h106-k-no
ChIJjaRzy4kHZIgR8tGbKiFvPrI,Take 5 Car Wash Utah,"672 S W Temple St, Salt Lake City, UT 84101",40.7547034,-111.89451899999999,4.6,2132,(385) 324-2050,Car wash,Open · Closes 7 PM,touchless car wash|laser car wash|brushless car wash,salt-lake-city,1,false,salt-lake-city,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFiVTax6Exa5EeAl6FYbRADFVmiqTYzMnKefhnRm2Tow--zLZAwM1h7OFh1I3ANB5gqfj8eOHUpn9blyRazjTdykt_8xuqidOLsCEycYB-j-4B9TB0ZeVzJO66CNIFecnZJWHonnw=w122-h92-k-no
ChIJt4pREM3RwogRh9d25v32jWw,Take 5 Car Wash,"11380 Bloomingdale Ave, Riverview, FL 33578",27.8942406,-82.3088283,4.7,2117,(813) 669-0061,Car wash,Open · Closes 8 PM,touchless car wash|brushless car wash,tampa,1,false,tampa,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHlukd6Oag28Ob3gRL_0ZDJK8-qUg6oXYmRP0PmLhALqlkYmttAAFIfyACY4Hwe-RzTyzwSoIRgrwRv0brmHOOCIeC7Kall_NYDvMWlW0gNSsLq33Flo9rB85mApoQOSHHwXsVT=w80-h106-k-no
ChIJZb8RzJWVuokRL4vBwkVcUMg,Hurricane Express Wash,"4981 Virginia Beach Blvd, Virginia Beach, VA 23462",36.843016299999995,-76.1506179,4.7,2114,(855) 239-4601,Car wash|Car detailing service|Self service car wash,Open · Closes 8 PM,touchless car wash|brushless car wash,virginia-beach,1,false,virginia-beach,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHN96sxVhDsT7YDCkcGW44RzRrkHlqvE8Tlo_kZOV_XC0QVTB3Dm_JbSg6OOrlzTVJ6Y236hMwHM-IHRyb2g1rWReTh00vXRciOzyQJ11BQSKbwHLdOEugKmQcJYnjMdv9KqQGfGg=w124-h92-k-no
ChIJEwYDLIPRmoAR4g-jnVwLvhI,Quick Quack Car Wash,"1901 L St, Sacramento, CA 95811",38.5750745,-121.4816589,4.7,2078,(888) 772-2792,Car wash|Self service car wash,Closed · Opens 8 AM,brushless car wash,sacramento,1,false,sacramento,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEljkhio2xA3Jq23CNdLJQPrTtF8HS0-ubV_7n--leAXjlhApFgr8w5bZnhQHRV6fHS85oQaOIbItzaM-iZHJX3tv3eX4zB7egdN0KMJyMtwoLfrqnB6b7gmEcCAhplFQqoyw_hWxgMRm_Y=w137-h92-k-no
ChIJu4Luz_WhToYR_RPfXYE5HVU,Hello! Deluxe Car Wash,"6605 Larmanda St, Dallas, TX 75231",32.8641128,-96.7466484,4.7,2075,(469) 214-8935,Car wash,Open · Closes 7 PM,touchless car wash|laser car wash|brushless car wash,dallas-fort-worth,1,false,dallas-fort-worth,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGwGIpuqn4gTTpv_pSLtVxIqywKF7xKoJceGv_dWR4RIjEgnU5owQvAYeuU0pj0CW81gKsJZhEPMFWrqQbGMZFDaS4nVDdg7lpjlVg7AH5Weh1kV8MlizO1VMwfWXGLxWECAqy9=w80-h106-k-no
ChIJhduVnlBp6oARVBFZQ3BVoq0,The Home Depot,"2655 Mount Vernon Ave, Bakersfield, CA 93306",35.3922194,-118.96391,4.3,2064,(661) 872-2041,Home improvement store|Appliance store|Bathroom supply store|Flooring store|Garden center|Hardware store|Kitchen supply store|Lumber store|Paint store|Tool store,Open · Closes 10 PM,laser car wash,bakersfield,1,false,bakersfield,https://lh3.googleusercontent.com/gps-cs-s/APNQkAExXwSCFY-N8KJv65wDRJIeb07nXmYZgYsr08JVy2WJRE8aVAl2mjWg1Nik1vJHKf6LBQUX1vERIrpWSDY-8rQs0cAmbKQTJ8mxAIBTTU26EFawVLWpkDXlr1uajw5jXz6ZM2wN=w80-h106-k-no
ChIJX9w7mE1C6oARbim0flB5UlE,Lowe's Home Improvement,"7825 Rosedale Hwy, Bakersfield, CA 93308",35.382374,-119.088966,4.2,2026,(661) 588-6420,Home improvement store|Appliance store|Building materials supplier|Flooring store|Furniture store|Grill store|Hardware store|Lawn equipment rental service|Outdoor furniture store|Rug store,Open · Closes 10 PM,laser car wash,bakersfield,1,false,bakersfield,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFz8G4zG5VYAJp1gFEGs0YdXV3gCA7aNfTAmtfF-BNz8OmiFM-XGZyqvicKhrXJasWuKfbqpWQGmMIu07lY2WnYzxEnhDnTPfFOMkTjl3C7KtVnP1Uf8RfH9cT0xMgKQgiPUSwn=w122-h92-k-no
ChIJuzaobEZcwokRT-jZo6mnTco,ATLANTIS WASH & LUBE,"1650 Bushwick Ave, Brooklyn, NY 11207",40.679958299999996,-73.9023988,3.9,1983,(718) 919-8040,Car wash|Car detailing service|Oil change service,Open 24 hours,laser car wash,new-york-city,1,false,new-york-city,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEA2OVk2aDRFKprm7lvKux8wDPb5syeO4zrtgAXlqG06uAPNfpBxypAzcUvmbCNYpUxwbTJOW0WOFFeehG7fOm12PYfli6wrHdiBfpkluPGr4-x2EK7wlbyra-dSl_UdXyZiYIAig=w122-h92-k-no
ChIJu69zRHOfToYR7dkhxGqr3Fk,Super Star Car Wash - Greenville Ave & Dyer St,"4616 Greenville Ave, Dallas, TX 75206",32.8442492,-96.76961329999999,4.4,1959,(623) 536-5956,Car wash,Open · Closes 8 PM,touchless car wash|brushless car wash,dallas-fort-worth,1,false,dallas-fort-worth,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGaUySymfV6PzKnt67RFqghianJQ9xvCn9cVK27LdWslsyX6hnu-UWxqMHwtwZrzcYY_14i0AwxhxxEW4fuCqEV996H6iOSrbOE2E7BOI90Gh96QYaFXVIrqJvzSY3tujXB_cSq=w163-h92-k-no
ChIJtS8R_4x9ToYR0Ne35wIvkts,Super Star Car Wash - Cooper St & California Ln,"2700 S Cooper St, Arlington, TX 76015",32.700972799999995,-97.1225559,4.7,1951,(623) 536-5956,Car wash,Open · Closes 8 PM,brushless car wash,dallas-fort-worth,1,false,dallas-fort-worth,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFZnrf5X6FWcy359ZfyJdwhUnZm31uLp-Zcsh4QAuHq5saAf6vo6zECiOAim3NU8w57KkSmKNGyfOlMmDMqmAChuGKPiQ3jBGJRGw2pJWKQvlVETQckup0fTt2WpOPT_ylJUqiW=w80-h106-k-no
ChIJY8g6CzuRqYkRcPJqoX13gl0,Caliber Car Wash,"38 Dan Owen Dr, Hampstead, NC 28443",34.3656375,-77.7116896,4.9,1939,(910) 537-3467,Car wash|Car detailing service|Self service car wash,Open · Closes 8 PM,laser car wash|brushless car wash,wilmington,1,false,wilmington,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE-rMQBEQR6FjBSY8cCEWXmIsVQWs5AYugUZenUHdjs7OKuBwn2yD0qH8-20qyz7revXVotdQIuXUVFbrso9ErXubmD_DWgqoYfeQ7cnjbYKwKLC3jarSRKmWo6Ef1JeUOvhTn4LA=w122-h92-k-no
ChIJxyM4igR-1YcRVMB_9ImvL2M,Take 5 Car Wash,"1675 Union Ave, Memphis, TN 38104",35.1353939,-90.0060067,4.5,1937,(901) 350-5079,Car wash,Open · Closes 7 PM,touchless car wash|laser car wash|brushless car wash,memphis,1,false,memphis,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGT6aC5g25xxGfgf68FFdcxpUh9o40DxkL-UjHNdq-cTsXqBPQKcklswAvQphe3l6ImJpDNAwJ7oS6JvOvLm5yQjAA8iKEob3H_IY-0h7ILoQI0UU0AU4j4tSzc3PaIzgOHHrjtcg=w122-h92-k-no
ChIJq2s8s0jHmoAR1uARpV-LDEg,Quick Quack Car Wash,"7510 W Stockton Blvd, Sacramento, CA 95823",38.4549101,-121.41577459999999,4.8,1921,(888) 772-2792,Car wash|Self service car wash,Closed · Opens 7 AM,touchless car wash|laser car wash,sacramento,1,false,sacramento,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGxe0QjFF5LnAyf5uhHg4iGE3QGeJFz2anEa2lnprxMc_cnSrFmk6w91bBZ9C5SPUx6EMn7VEP91BS7AK2oTUzALgxs639jXWUMh_KVMKtQ9ub4LcJvnosBc-f98m-XkQFFuTmq9gnOLRJI=w138-h92-k-no
ChIJv1RU3skMkIARl9WEx7msXLU,Lowe's Home Improvement,"3645 E Hammer Ln, Stockton, CA 95212",38.022,-121.27,4.1,1911,(209) 956-7200,Home improvement store|Appliance store|Building materials supplier|Flooring store|Furniture store|Grill store|Hardware store|Lawn equipment rental service|Outdoor furniture store|Rug store,Open · Closes 10 PM,laser car wash,stockton,1,false,stockton,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGOaoCfWP7F6nVEJ542pd33eTeIk6wb0wgMyyYHSkxKCB_bSmotPgFqoIl-saveB30VjAik_7LshNTY4cyUlFdYBsSvVDbhJLSLhit7IBMhgtAW2rvHfr7dq1pUPc_fRyvdoB2rnA=w80-h106-k-no
ChIJww_5Z6kVsYkRh8cMLAA27ro,Flagstop Car Wash,"9486 W Broad St, Henrico, VA 23294",37.6398785,-77.5571504,4.9,1903,(804) 781-3341,Car wash,Open · Closes 8 PM,brushless car wash,richmond,1,false,richmond,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEK8qNMo-AkPsL0DJDDBGSyG5Vu7A3mDY3UTDUE6jGtKc42q4NWZj0lDZZdMz1RXums5G3qgKgJGK3yKUoNQMBK4z6fALZn3XC-b-R6sdMzPODamzFx1wDHiXfcd_SBGLzLg_9UuQ=w119-h92-k-no
ChIJycQnY3G_2YgRoTaqONxYXMY,El Car Wash - West Dade,"2701 SW 137th Ave, Miami, FL 33175, United States",25.7422869,-80.4156969,4.9,1886,+1 866-305-4329,Car wash,Open · Closes 9 pm,touchless car wash,miami,1,false,miami,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE32MwWfiw_qJQnjl0iY1GPuf8xtkPvUkANbtYceL1LgRzmbSEbxm0jvUvBIeG1BLC1kC5wX6n0by0QRNbcIjtXcnfRgUu6bLz8NILHvk120KPqZrZ13KfdVRTVcuNcBcbO9nI=w122-h92-k-no
ChIJZ2Pdf64dVIgRPAHhUNJnjqo,Take 5 Car Wash,"2920 Derita Rd, Concord, NC 28027",35.3768826,-80.73057469999999,4.6,1854,(704) 594-3021,Car wash,Open · Closes 8 PM,touchless car wash|laser car wash|brushless car wash,charlotte,1,false,charlotte,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHCiZt-U7ZwyaxmVGssk0lxFyVwGDBwNk_HVuyUQHmntvnz-Dbd7dAzCqeBBkXp9w9jH8EN9RI5uL6IGMvnr611WfMeiipXqyjLroiyZLtDAho0kY89wR3ylpL4WaytLVkaF7s=w92-h92-k-no
ChIJV5BHw3zwrIkRylb25uCpbEA,Zips Car Wash,"9200 Brier Creek Pkwy, Raleigh, NC 27617",35.9015379,-78.79657759999999,4.3,1848,(984) 985-3845,Car wash,Open · Closes 8 PM,touchless car wash|laser car wash|brushless car wash,raleigh-durham,1,false,raleigh-durham,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEjKjX-Fxv6rzN4fXcx0eldUG5HzCmmabp_Qhq4oS3PRJE59BjfjWcfIHOAjbOw168x05v7qYqkJOvhvZpc3eXuND0HsVm7TsORv2UNMST4_i5hvCLYZmjlswg_DY1YbSaZcbXo1w=w122-h92-k-no
ChIJWVfMGtBXIBURH5fOLqvXPoE,Take 5 Car Wash,"6040 Mt Moriah Rd, Memphis, TN 38115",35.0725987,-89.8622236,4.7,1828,(901) 808-8824,Car wash,Open · Closes 7 PM,touchless car wash|brushless car wash,memphis,1,false,memphis,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE_EvnMDOltu2Bv18kYxRwVqgsYq5kKkgFuVla8f0ILcTXrByucAuDr3E5AgHakna2br5RfFWN78fi_qdZm3yUjGg32iMdUwpIrhwzvBtzoysZXIflVYOww4uuKNLAyDoBzgu8K=w122-h92-k-no
ChIJoW1fnkRJE4cRFJbAN_ixpE8,Quick Quack Car Wash,"7474 N Marksheffel Rd, Colorado Springs, CO 80908",38.940415,-104.67998639999999,4.9,1821,(888) 772-2792,Car wash|Self service car wash,Open · Closes 9 PM,brushless car wash,colorado-springs,1,false,colorado-springs,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFWpS5UC_-Ulo_Yp1prygoY168eo-vLE-UGr0cJrAxdDa_ND06dPJrYTDpRyEiA18Vd8gcld4frAotbMqbU3gTlWb3fOJ3PUIVM_DqWJLDpkD3btrabuEB2r-PG3X_9fES2KUemSwO7YGU=w137-h92-k-no
ChIJW1CGsK5D6oARVSwEUYC-6Ys,The Home Depot,"8700 Rosedale Hwy, Bakersfield, CA 93312",35.3855569,-119.09953519999999,4.2,1818,(661) 587-1545,Home improvement store|Appliance store|Bathroom supply store|Flooring store|Garden center|Hardware store|Kitchen supply store|Lumber store|Paint store|Tool store,Open · Closes 10 PM,laser car wash,bakersfield,1,false,bakersfield,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG5eYF-NJtUCZYvGQnt1ao_cEMIEnR65PuFKqkU0g96Vz-pXmDso_NuZoh26aGugL_YSEAPdIpt2yWX-WAQFvb_X4PihbxaKJR-S84gw7OfIHO81B_XKHUD6vpD0GbQ3yQA0_Hu1g=w122-h92-k-no
ChIJx2pQyaoA9YgRX6lvHPGAIRY,Swifty Car Wash,"3442 Memorial Dr, Decatur, GA 30032",33.753092099999996,-84.2717313,4.6,1810,(770) 285-1422,Car wash|Car detailing service|Self service car wash,Open · Closes 8 PM,laser car wash,atlanta,1,false,atlanta,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGnb11NBrdn1Tr1PHm-1Q8eWj9OiN1cfE-xI73BXyCI9ri7hGStxCjY2r8L3Tbwq5K3-GITjfJbSx_bkfq72S0tywsJLWLofVyiXyPEKDQknHdcXSEYkcRZMArp8zvm8hiEduTiaQ=w80-h106-k-no
ChIJUWYwOnfHQIYRUygou1W6YZU,CARisma WASH,"505 N Loop W Fwy, Houston, TX 77008",29.8121796,-95.406714,4.6,1804,(713) 868-9274,Car wash,Open · Closes 8 PM,touchless car wash|laser car wash|brushless car wash,houston,1,false,houston,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE8do-H0aO60wSr9A9fr5Bib0ENb6_F69EDUL_vtyp_jl5E3RhAcRAwtjv6lB8PkVIWVDCcMZuMw6aMovHgMA0rqtA0UDpCAKb-50yhkhf23BL0m3fJxonsduidABhBhKreRgB8Gw=w163-h92-k-no
ChIJL3RnQin1UocRYfN0K7vDYzA,Mister Car Wash,"1478 S 300 W, Salt Lake City, UT 84115",40.737686,-111.9003687,4.1,1786,(801) 484-8800,Car wash,Open · Closes 8 PM,touchless car wash|laser car wash|brushless car wash,salt-lake-city,1,false,salt-lake-city,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFMXkNIYIzXi3EbrL81qo3Kfe91Z3tmTNX50ScNpIShOLbwj2JdERIpeKaPBL8hmFhviocHJROhDWKyuLYeSBSKBa4sPjZqYKdt2xJRJP86nYwaTj4I-qV_lN-LCBmb3gky4RdW=w80-h106-k-no
ChIJE137A_yeyYkR0o8t2BPmpq8,Lowe's Home Improvement,"1600 Lincoln Way E, Chambersburg, PA 17202",39.922633,-77.612329,4.2,1772,(717) 709-1900,Home improvement store|Appliance store|Building materials supplier|Flooring store|Furniture store|Grill store|Hardware store|Lawn equipment rental service|Outdoor furniture store|Rug store,Open · Closes 10 PM,laser car wash,chambersburg,1,false,chambersburg,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHUo8oT6TP_WUFbGWFuX6vc-3gbr8xaHmShTP1lOnjZZWyAn7wbv36TH2jvN6tJffXF60gDzjXAkl8KM69EuonmdPnCbaU4-4xM5B8Fskvm22kkL0kojmL8Ssie1_kOKDHxwLCWNg=w163-h92-k-no
ChIJZe4vRgGz2YgRGFioOvlg-mw,El Car Wash - North Miami,"11375 Biscayne Blvd, North Miami, FL 33181, United States",25.880767499999997,-80.16621839999999,4.5,1763,+1 866-305-4329,Car wash,Open · Closes 9 pm,touchless car wash|laser car wash|brushless car wash,miami,1,false,miami,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGMvh5qohc6KKxYu1107JB-FgqkN2qYODHV04tm4HuG-QiqlfEnfUQVTAqs6kb4FVYVLcAf6iSrZ-FVHqF1SPt5K4BWGM8DjtOQFrPCStuRbAtTC-TWj2GVlm0jWsQFmgcY_CTN=w163-h92-k-no
ChIJfxBaDtzamoARO5ZH5meOnmQ,Quick Quack Car Wash,"49 Bicentennial Cir, Sacramento, CA 95826",38.549841799999996,-121.40650459999999,4.4,1763,(888) 772-2792,Car wash|Self service car wash,Closed · Opens 7 AM,touchless car wash|brushless car wash,sacramento,1,false,sacramento,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEluNsvXhdtpyqF2a5gbkqgbdICjRqEC4oOyk6acH8xeBNr-ubp39ruwhZkfX71EqgFJA77fFHmuR0fvp3UssgZQfIFfteupNYm-SAW9xveUHj2CDMrha1PHLZYWxg42QPexwSWQ6JwzGK1=w163-h92-k-no
ChIJF2SvLuQuXIgRy19avgftYrY,PureMagic Car Wash,"11133 Kingston Pike, Knoxville, TN 37934",35.8873181,-84.1503996,4.4,1760,(865) 263-9673,Car wash|Car detailing service|Self service car wash,Open · Closes 8 PM,brushless car wash,knoxville,1,false,knoxville,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHwblNRaejJJIdeVN2lxpzqYHaM3cTSZR9GV3hgWgnOspxL7GVAZ1kYNc5yR73dJX4Fq3Fx2VP_vLl8l79WvZa4ekBdzBG1M1Irvxsje33I-28lK8LOZa6VcnudPEmJgCEpt5YMwA=w122-h92-k-no
ChIJzzTCk6mNtocRVaFLFD6A9sE,Zips Car Wash,"10220 E 61st St, Tulsa, OK 74133",36.074900299999996,-95.8628287,4.5,1739,(918) 601-4591,Car wash,Open · Closes 8 PM,laser car wash,tulsa,1,false,tulsa,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF4F8Zgl1i-SzERGA6VdlyDIJzECku4WlYbKF0neYXGQDMu4zuVKkNBbHNdpcMuOjsbGfg6WBXT_4UjMUVKvsVZG0NUKsG_91PmOIU2RaA-Pgz_Urz8h5p2SPrYKWD2_2WW0Jb3=w80-h106-k-no
